,region,contents,year,value
3942,Sørreisa,"Rooms, total (number)",2019,
3943,Sørreisa,Private rooms (number),2019,
3944,Sørreisa,Rooms for two or more (number),2019,
3945,Sørreisa,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3946,Sørreisa,Share of single rooms (per cent),2019,
3947,Sørreisa,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3948,Dyrøy,"Rooms, total (number)",2019,
3949,Dyrøy,Private rooms (number),2019,
3950,Dyrøy,Rooms for two or more (number),2019,
3951,Dyrøy,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3952,Dyrøy,Share of single rooms (per cent),2019,
3953,Dyrøy,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3954,Senja,"Rooms, total (number)",2019,
3955,Senja,Private rooms (number),2019,
3956,Senja,Rooms for two or more (number),2019,
3957,Senja,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3958,Senja,Share of single rooms (per cent),2019,
3959,Senja,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3960,Balsfjord,"Rooms, total (number)",2019,
3961,Balsfjord,Private rooms (number),2019,
3962,Balsfjord,Rooms for two or more (number),2019,
3963,Balsfjord,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3964,Balsfjord,Share of single rooms (per cent),2019,
3965,Balsfjord,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3966,Karlsøy,"Rooms, total (number)",2019,
3967,Karlsøy,Private rooms (number),2019,
3968,Karlsøy,Rooms for two or more (number),2019,
3969,Karlsøy,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3970,Karlsøy,Share of single rooms (per cent),2019,
3971,Karlsøy,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3972,Lyngen,"Rooms, total (number)",2019,
3973,Lyngen,Private rooms (number),2019,
3974,Lyngen,Rooms for two or more (number),2019,
3975,Lyngen,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3976,Lyngen,Share of single rooms (per cent),2019,
3977,Lyngen,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3978,Storfjord - Omasvuotna - Omasvuono,"Rooms, total (number)",2019,
3979,Storfjord - Omasvuotna - Omasvuono,Private rooms (number),2019,
3980,Storfjord - Omasvuotna - Omasvuono,Rooms for two or more (number),2019,
3981,Storfjord - Omasvuotna - Omasvuono,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3982,Storfjord - Omasvuotna - Omasvuono,Share of single rooms (per cent),2019,
3983,Storfjord - Omasvuotna - Omasvuono,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3984,Gáivuotna - Kåfjord - Kaivuono,"Rooms, total (number)",2019,
3985,Gáivuotna - Kåfjord - Kaivuono,Private rooms (number),2019,
3986,Gáivuotna - Kåfjord - Kaivuono,Rooms for two or more (number),2019,
3987,Gáivuotna - Kåfjord - Kaivuono,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3988,Gáivuotna - Kåfjord - Kaivuono,Share of single rooms (per cent),2019,
3989,Gáivuotna - Kåfjord - Kaivuono,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3990,Skjervøy,"Rooms, total (number)",2019,
3991,Skjervøy,Private rooms (number),2019,
3992,Skjervøy,Rooms for two or more (number),2019,
3993,Skjervøy,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
3994,Skjervøy,Share of single rooms (per cent),2019,
3995,Skjervøy,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
3996,Nordreisa,"Rooms, total (number)",2019,
3997,Nordreisa,Private rooms (number),2019,
3998,Nordreisa,Rooms for two or more (number),2019,
3999,Nordreisa,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4000,Nordreisa,Share of single rooms (per cent),2019,
4001,Nordreisa,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4002,Kvænangen,"Rooms, total (number)",2019,
4003,Kvænangen,Private rooms (number),2019,
4004,Kvænangen,Rooms for two or more (number),2019,
4005,Kvænangen,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4006,Kvænangen,Share of single rooms (per cent),2019,
4007,Kvænangen,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4008,Guovdageaidnu-Kautokeino,"Rooms, total (number)",2019,
4009,Guovdageaidnu-Kautokeino,Private rooms (number),2019,
4010,Guovdageaidnu-Kautokeino,Rooms for two or more (number),2019,
4011,Guovdageaidnu-Kautokeino,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4012,Guovdageaidnu-Kautokeino,Share of single rooms (per cent),2019,
4013,Guovdageaidnu-Kautokeino,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4014,Loppa,"Rooms, total (number)",2019,
4015,Loppa,Private rooms (number),2019,
4016,Loppa,Rooms for two or more (number),2019,
4017,Loppa,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4018,Loppa,Share of single rooms (per cent),2019,
4019,Loppa,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4020,Hasvik,"Rooms, total (number)",2019,
4021,Hasvik,Private rooms (number),2019,
4022,Hasvik,Rooms for two or more (number),2019,
4023,Hasvik,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4024,Hasvik,Share of single rooms (per cent),2019,
4025,Hasvik,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4026,Måsøy,"Rooms, total (number)",2019,
4027,Måsøy,Private rooms (number),2019,
4028,Måsøy,Rooms for two or more (number),2019,
4029,Måsøy,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4030,Måsøy,Share of single rooms (per cent),2019,
4031,Måsøy,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4032,Nordkapp,"Rooms, total (number)",2019,
4033,Nordkapp,Private rooms (number),2019,
4034,Nordkapp,Rooms for two or more (number),2019,
4035,Nordkapp,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4036,Nordkapp,Share of single rooms (per cent),2019,
4037,Nordkapp,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4038,Porsanger - Porsáŋgu - Porsanki ,"Rooms, total (number)",2019,
4039,Porsanger - Porsáŋgu - Porsanki ,Private rooms (number),2019,
4040,Porsanger - Porsáŋgu - Porsanki ,Rooms for two or more (number),2019,
4041,Porsanger - Porsáŋgu - Porsanki ,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4042,Porsanger - Porsáŋgu - Porsanki ,Share of single rooms (per cent),2019,
4043,Porsanger - Porsáŋgu - Porsanki ,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4044,Kárášjohka-Karasjok,"Rooms, total (number)",2019,
4045,Kárášjohka-Karasjok,Private rooms (number),2019,
4046,Kárášjohka-Karasjok,Rooms for two or more (number),2019,
4047,Kárášjohka-Karasjok,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4048,Kárášjohka-Karasjok,Share of single rooms (per cent),2019,
4049,Kárášjohka-Karasjok,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4050,Lebesby,"Rooms, total (number)",2019,
4051,Lebesby,Private rooms (number),2019,
4052,Lebesby,Rooms for two or more (number),2019,
4053,Lebesby,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4054,Lebesby,Share of single rooms (per cent),2019,
4055,Lebesby,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4056,Gamvik,"Rooms, total (number)",2019,
4057,Gamvik,Private rooms (number),2019,
4058,Gamvik,Rooms for two or more (number),2019,
4059,Gamvik,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4060,Gamvik,Share of single rooms (per cent),2019,
4061,Gamvik,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4062,Berlevåg,"Rooms, total (number)",2019,
4063,Berlevåg,Private rooms (number),2019,
4064,Berlevåg,Rooms for two or more (number),2019,
4065,Berlevåg,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4066,Berlevåg,Share of single rooms (per cent),2019,
4067,Berlevåg,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4068,Deatnu-Tana,"Rooms, total (number)",2019,
4069,Deatnu-Tana,Private rooms (number),2019,
4070,Deatnu-Tana,Rooms for two or more (number),2019,
4071,Deatnu-Tana,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4072,Deatnu-Tana,Share of single rooms (per cent),2019,
4073,Deatnu-Tana,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4074,Unjárga-Nesseby,"Rooms, total (number)",2019,
4075,Unjárga-Nesseby,Private rooms (number),2019,
4076,Unjárga-Nesseby,Rooms for two or more (number),2019,
4077,Unjárga-Nesseby,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4078,Unjárga-Nesseby,Share of single rooms (per cent),2019,
4079,Unjárga-Nesseby,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4080,Båtsfjord,"Rooms, total (number)",2019,
4081,Båtsfjord,Private rooms (number),2019,
4082,Båtsfjord,Rooms for two or more (number),2019,
4083,Båtsfjord,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4084,Båtsfjord,Share of single rooms (per cent),2019,
4085,Båtsfjord,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4086,Sør-Varanger,"Rooms, total (number)",2019,
4087,Sør-Varanger,Private rooms (number),2019,
4088,Sør-Varanger,Rooms for two or more (number),2019,
4089,Sør-Varanger,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4090,Sør-Varanger,Share of single rooms (per cent),2019,
4091,Sør-Varanger,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4092,Tromsø (-2019),"Rooms, total (number)",2019,432.0
4093,Tromsø (-2019),Private rooms (number),2019,424.0
4094,Tromsø (-2019),Rooms for two or more (number),2019,8.0
4095,Tromsø (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,422.0
4096,Tromsø (-2019),Share of single rooms (per cent),2019,98.1
4097,Tromsø (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,97.7
4098,Harstad - Hárstták (2013-2019),"Rooms, total (number)",2019,207.0
4099,Harstad - Hárstták (2013-2019),Private rooms (number),2019,200.0
4100,Harstad - Hárstták (2013-2019),Rooms for two or more (number),2019,7.0
4101,Harstad - Hárstták (2013-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,188.0
4102,Harstad - Hárstták (2013-2019),Share of single rooms (per cent),2019,96.6
4103,Harstad - Hárstták (2013-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,90.8
4104,Kvæfjord (-2019),"Rooms, total (number)",2019,37.0
4105,Kvæfjord (-2019),Private rooms (number),2019,37.0
4106,Kvæfjord (-2019),Rooms for two or more (number),2019,0.0
4107,Kvæfjord (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,37.0
4108,Kvæfjord (-2019),Share of single rooms (per cent),2019,100.0
4109,Kvæfjord (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4110,Skånland (-2019),"Rooms, total (number)",2019,47.0
4111,Skånland (-2019),Private rooms (number),2019,44.0
4112,Skånland (-2019),Rooms for two or more (number),2019,3.0
4113,Skånland (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,44.0
4114,Skånland (-2019),Share of single rooms (per cent),2019,93.6
4115,Skånland (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.6
4116,Ibestad (-2019),"Rooms, total (number)",2019,26.0
4117,Ibestad (-2019),Private rooms (number),2019,26.0
4118,Ibestad (-2019),Rooms for two or more (number),2019,0.0
4119,Ibestad (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,11.0
4120,Ibestad (-2019),Share of single rooms (per cent),2019,100.0
4121,Ibestad (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,42.3
4122,Gratangen (-2019),"Rooms, total (number)",2019,22.0
4123,Gratangen (-2019),Private rooms (number),2019,22.0
4124,Gratangen (-2019),Rooms for two or more (number),2019,0.0
4125,Gratangen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,22.0
4126,Gratangen (-2019),Share of single rooms (per cent),2019,100.0
4127,Gratangen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4128,Loabák - Lavangen (-2019),"Rooms, total (number)",2019,21.0
4129,Loabák - Lavangen (-2019),Private rooms (number),2019,21.0
4130,Loabák - Lavangen (-2019),Rooms for two or more (number),2019,0.0
4131,Loabák - Lavangen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,20.0
4132,Loabák - Lavangen (-2019),Share of single rooms (per cent),2019,100.0
4133,Loabák - Lavangen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.2
4134,Bardu (-2019),"Rooms, total (number)",2019,38.0
4135,Bardu (-2019),Private rooms (number),2019,38.0
4136,Bardu (-2019),Rooms for two or more (number),2019,0.0
4137,Bardu (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,38.0
4138,Bardu (-2019),Share of single rooms (per cent),2019,100.0
4139,Bardu (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4140,Salangen (-2019),"Rooms, total (number)",2019,22.0
4141,Salangen (-2019),Private rooms (number),2019,22.0
4142,Salangen (-2019),Rooms for two or more (number),2019,0.0
4143,Salangen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,20.0
4144,Salangen (-2019),Share of single rooms (per cent),2019,100.0
4145,Salangen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,90.9
4146,Målselv (-2019),"Rooms, total (number)",2019,65.0
4147,Målselv (-2019),Private rooms (number),2019,65.0
4148,Målselv (-2019),Rooms for two or more (number),2019,0.0
4149,Målselv (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,65.0
4150,Målselv (-2019),Share of single rooms (per cent),2019,100.0
4151,Målselv (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4152,Sørreisa (-2019),"Rooms, total (number)",2019,27.0
4153,Sørreisa (-2019),Private rooms (number),2019,27.0
4154,Sørreisa (-2019),Rooms for two or more (number),2019,0.0
4155,Sørreisa (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,27.0
4156,Sørreisa (-2019),Share of single rooms (per cent),2019,100.0
4157,Sørreisa (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4158,Dyrøy (-2019),"Rooms, total (number)",2019,17.0
4159,Dyrøy (-2019),Private rooms (number),2019,17.0
4160,Dyrøy (-2019),Rooms for two or more (number),2019,0.0
4161,Dyrøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,17.0
4162,Dyrøy (-2019),Share of single rooms (per cent),2019,100.0
4163,Dyrøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4164,Tranøy (-2019),"Rooms, total (number)",2019,26.0
4165,Tranøy (-2019),Private rooms (number),2019,26.0
4166,Tranøy (-2019),Rooms for two or more (number),2019,0.0
4167,Tranøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,26.0
4168,Tranøy (-2019),Share of single rooms (per cent),2019,100.0
4169,Tranøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4170,Torsken (-2019),"Rooms, total (number)",2019,29.0
4171,Torsken (-2019),Private rooms (number),2019,29.0
4172,Torsken (-2019),Rooms for two or more (number),2019,0.0
4173,Torsken (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,25.0
4174,Torsken (-2019),Share of single rooms (per cent),2019,100.0
4175,Torsken (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,86.2
4176,Berg (-2019),"Rooms, total (number)",2019,20.0
4177,Berg (-2019),Private rooms (number),2019,20.0
4178,Berg (-2019),Rooms for two or more (number),2019,0.0
4179,Berg (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,20.0
4180,Berg (-2019),Share of single rooms (per cent),2019,100.0
4181,Berg (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4182,Lenvik (-2019),"Rooms, total (number)",2019,123.0
4183,Lenvik (-2019),Private rooms (number),2019,120.0
4184,Lenvik (-2019),Rooms for two or more (number),2019,3.0
4185,Lenvik (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,115.0
4186,Lenvik (-2019),Share of single rooms (per cent),2019,97.6
4187,Lenvik (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.5
4188,Balsfjord (-2019),"Rooms, total (number)",2019,78.0
4189,Balsfjord (-2019),Private rooms (number),2019,74.0
4190,Balsfjord (-2019),Rooms for two or more (number),2019,4.0
4191,Balsfjord (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,74.0
4192,Balsfjord (-2019),Share of single rooms (per cent),2019,94.9
4193,Balsfjord (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,94.9
4194,Karlsøy (-2019),"Rooms, total (number)",2019,42.0
4195,Karlsøy (-2019),Private rooms (number),2019,42.0
4196,Karlsøy (-2019),Rooms for two or more (number),2019,0.0
4197,Karlsøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,42.0
4198,Karlsøy (-2019),Share of single rooms (per cent),2019,100.0
4199,Karlsøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4200,Lyngen (-2019),"Rooms, total (number)",2019,24.0
4201,Lyngen (-2019),Private rooms (number),2019,24.0
4202,Lyngen (-2019),Rooms for two or more (number),2019,0.0
4203,Lyngen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,24.0
4204,Lyngen (-2019),Share of single rooms (per cent),2019,100.0
4205,Lyngen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4206,Storfjord - Omasvuotna - Omasvuono (-2019),"Rooms, total (number)",2019,17.0
4207,Storfjord - Omasvuotna - Omasvuono (-2019),Private rooms (number),2019,17.0
4208,Storfjord - Omasvuotna - Omasvuono (-2019),Rooms for two or more (number),2019,0.0
4209,Storfjord - Omasvuotna - Omasvuono (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,17.0
4210,Storfjord - Omasvuotna - Omasvuono (-2019),Share of single rooms (per cent),2019,100.0
4211,Storfjord - Omasvuotna - Omasvuono (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4212,Gáivuotna - Kåfjord - Kaivuono (-2019),"Rooms, total (number)",2019,26.0
4213,Gáivuotna - Kåfjord - Kaivuono (-2019),Private rooms (number),2019,26.0
4214,Gáivuotna - Kåfjord - Kaivuono (-2019),Rooms for two or more (number),2019,0.0
4215,Gáivuotna - Kåfjord - Kaivuono (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,26.0
4216,Gáivuotna - Kåfjord - Kaivuono (-2019),Share of single rooms (per cent),2019,100.0
4217,Gáivuotna - Kåfjord - Kaivuono (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4218,Skjervøy (-2019),"Rooms, total (number)",2019,32.0
4219,Skjervøy (-2019),Private rooms (number),2019,32.0
4220,Skjervøy (-2019),Rooms for two or more (number),2019,0.0
4221,Skjervøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,32.0
4222,Skjervøy (-2019),Share of single rooms (per cent),2019,100.0
4223,Skjervøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4224,Nordreisa - Ráisa - Raisi (-2019),"Rooms, total (number)",2019,59.0
4225,Nordreisa - Ráisa - Raisi (-2019),Private rooms (number),2019,58.0
4226,Nordreisa - Ráisa - Raisi (-2019),Rooms for two or more (number),2019,1.0
4227,Nordreisa - Ráisa - Raisi (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,58.0
4228,Nordreisa - Ráisa - Raisi (-2019),Share of single rooms (per cent),2019,98.3
4229,Nordreisa - Ráisa - Raisi (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.3
4230,Kvænangen (-2019),"Rooms, total (number)",2019,24.0
4231,Kvænangen (-2019),Private rooms (number),2019,24.0
4232,Kvænangen (-2019),Rooms for two or more (number),2019,0.0
4233,Kvænangen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,18.0
4234,Kvænangen (-2019),Share of single rooms (per cent),2019,100.0
4235,Kvænangen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,75.0
4236,Vardø (-2019),"Rooms, total (number)",2019,35.0
4237,Vardø (-2019),Private rooms (number),2019,35.0
4238,Vardø (-2019),Rooms for two or more (number),2019,0.0
4239,Vardø (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,30.0
4240,Vardø (-2019),Share of single rooms (per cent),2019,100.0
4241,Vardø (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,85.7
4242,Vadsø (-2019),"Rooms, total (number)",2019,20.0
4243,Vadsø (-2019),Private rooms (number),2019,14.0
4244,Vadsø (-2019),Rooms for two or more (number),2019,6.0
4245,Vadsø (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,14.0
4246,Vadsø (-2019),Share of single rooms (per cent),2019,70.0
4247,Vadsø (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,70.0
4248,Hammerfest (-2019),"Rooms, total (number)",2019,100.0
4249,Hammerfest (-2019),Private rooms (number),2019,100.0
4250,Hammerfest (-2019),Rooms for two or more (number),2019,0.0
4251,Hammerfest (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,84.0
4252,Hammerfest (-2019),Share of single rooms (per cent),2019,100.0
4253,Hammerfest (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,84.0
4254,Guovdageaidnu - Kautokeino (-2019),"Rooms, total (number)",2019,17.0
4255,Guovdageaidnu - Kautokeino (-2019),Private rooms (number),2019,14.0
4256,Guovdageaidnu - Kautokeino (-2019),Rooms for two or more (number),2019,3.0
4257,Guovdageaidnu - Kautokeino (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,14.0
4258,Guovdageaidnu - Kautokeino (-2019),Share of single rooms (per cent),2019,82.4
4259,Guovdageaidnu - Kautokeino (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,82.4
4260,Alta (-2019),"Rooms, total (number)",2019,123.0
4261,Alta (-2019),Private rooms (number),2019,107.0
4262,Alta (-2019),Rooms for two or more (number),2019,16.0
4263,Alta (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,106.0
4264,Alta (-2019),Share of single rooms (per cent),2019,87.0
4265,Alta (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,86.2
4266,Loppa (-2019),"Rooms, total (number)",2019,17.0
4267,Loppa (-2019),Private rooms (number),2019,17.0
4268,Loppa (-2019),Rooms for two or more (number),2019,0.0
4269,Loppa (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,15.0
4270,Loppa (-2019),Share of single rooms (per cent),2019,100.0
4271,Loppa (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,88.2
4272,Hasvik (-2019),"Rooms, total (number)",2019,23.0
4273,Hasvik (-2019),Private rooms (number),2019,23.0
4274,Hasvik (-2019),Rooms for two or more (number),2019,0.0
4275,Hasvik (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,23.0
4276,Hasvik (-2019),Share of single rooms (per cent),2019,100.0
4277,Hasvik (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4278,Kvalsund (-2019),"Rooms, total (number)",2019,15.0
4279,Kvalsund (-2019),Private rooms (number),2019,14.0
4280,Kvalsund (-2019),Rooms for two or more (number),2019,1.0
4281,Kvalsund (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,14.0
4282,Kvalsund (-2019),Share of single rooms (per cent),2019,93.3
4283,Kvalsund (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.3
4284,Måsøy (-2019),"Rooms, total (number)",2019,23.0
4285,Måsøy (-2019),Private rooms (number),2019,23.0
4286,Måsøy (-2019),Rooms for two or more (number),2019,0.0
4287,Måsøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,23.0
4288,Måsøy (-2019),Share of single rooms (per cent),2019,100.0
4289,Måsøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4290,Nordkapp (-2019),"Rooms, total (number)",2019,34.0
4291,Nordkapp (-2019),Private rooms (number),2019,29.0
4292,Nordkapp (-2019),Rooms for two or more (number),2019,5.0
4293,Nordkapp (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,29.0
4294,Nordkapp (-2019),Share of single rooms (per cent),2019,85.3
4295,Nordkapp (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,85.3
4296,Porsanger - Porsángu - Porsanki (-2019),"Rooms, total (number)",2019,36.0
4297,Porsanger - Porsángu - Porsanki (-2019),Private rooms (number),2019,36.0
4298,Porsanger - Porsángu - Porsanki (-2019),Rooms for two or more (number),2019,0.0
4299,Porsanger - Porsángu - Porsanki (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,27.0
4300,Porsanger - Porsángu - Porsanki (-2019),Share of single rooms (per cent),2019,100.0
4301,Porsanger - Porsángu - Porsanki (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,75.0
4302,Kárásjohka - Karasjok (-2019),"Rooms, total (number)",2019,28.0
4303,Kárásjohka - Karasjok (-2019),Private rooms (number),2019,27.0
4304,Kárásjohka - Karasjok (-2019),Rooms for two or more (number),2019,1.0
4305,Kárásjohka - Karasjok (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,27.0
4306,Kárásjohka - Karasjok (-2019),Share of single rooms (per cent),2019,96.4
4307,Kárásjohka - Karasjok (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,96.4
4308,Lebesby (-2019),"Rooms, total (number)",2019,17.0
4309,Lebesby (-2019),Private rooms (number),2019,17.0
4310,Lebesby (-2019),Rooms for two or more (number),2019,0.0
4311,Lebesby (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,17.0
4312,Lebesby (-2019),Share of single rooms (per cent),2019,100.0
4313,Lebesby (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4314,Gamvik (-2019),"Rooms, total (number)",2019,13.0
4315,Gamvik (-2019),Private rooms (number),2019,13.0
4316,Gamvik (-2019),Rooms for two or more (number),2019,0.0
4317,Gamvik (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,13.0
4318,Gamvik (-2019),Share of single rooms (per cent),2019,100.0
