,region,holding sector,number of employees,contents,year,value
18195,Bodø,Unspecified sector/others,50-99 employees,Establishments,2019,0
18196,Bodø,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18197,Bodø,Unspecified sector/others,250 employees and more,Establishments,2019,0
18198,Narvik (-2019),Sum all sectors,All size groups,Establishments,2019,1637
18199,Narvik (-2019),Sum all sectors,No one employeed,Establishments,2019,852
18200,Narvik (-2019),Sum all sectors,1-4 employees,Establishments,2019,319
18201,Narvik (-2019),Sum all sectors,5-9 employees,Establishments,2019,211
18202,Narvik (-2019),Sum all sectors,10-19 employees,Establishments,2019,141
18203,Narvik (-2019),Sum all sectors,20-49 employees,Establishments,2019,88
18204,Narvik (-2019),Sum all sectors,50-99 employees,Establishments,2019,18
18205,Narvik (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,7
18206,Narvik (-2019),Sum all sectors,250 employees and more,Establishments,2019,1
18207,Narvik (-2019),General government,All size groups,Establishments,2019,146
18208,Narvik (-2019),General government,No one employeed,Establishments,2019,19
18209,Narvik (-2019),General government,1-4 employees,Establishments,2019,20
18210,Narvik (-2019),General government,5-9 employees,Establishments,2019,25
18211,Narvik (-2019),General government,10-19 employees,Establishments,2019,33
18212,Narvik (-2019),General government,20-49 employees,Establishments,2019,33
18213,Narvik (-2019),General government,50-99 employees,Establishments,2019,9
18214,Narvik (-2019),General government,100 - 249 employees,Establishments,2019,6
18215,Narvik (-2019),General government,250 employees and more,Establishments,2019,1
18216,Narvik (-2019),Financial corporations,All size groups,Establishments,2019,18
18217,Narvik (-2019),Financial corporations,No one employeed,Establishments,2019,7
18218,Narvik (-2019),Financial corporations,1-4 employees,Establishments,2019,4
18219,Narvik (-2019),Financial corporations,5-9 employees,Establishments,2019,6
18220,Narvik (-2019),Financial corporations,10-19 employees,Establishments,2019,0
18221,Narvik (-2019),Financial corporations,20-49 employees,Establishments,2019,1
18222,Narvik (-2019),Financial corporations,50-99 employees,Establishments,2019,0
18223,Narvik (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
18224,Narvik (-2019),Financial corporations,250 employees and more,Establishments,2019,0
18225,Narvik (-2019),Non-financial corporations,All size groups,Establishments,2019,1016
18226,Narvik (-2019),Non-financial corporations,No one employeed,Establishments,2019,434
18227,Narvik (-2019),Non-financial corporations,1-4 employees,Establishments,2019,242
18228,Narvik (-2019),Non-financial corporations,5-9 employees,Establishments,2019,173
18229,Narvik (-2019),Non-financial corporations,10-19 employees,Establishments,2019,105
18230,Narvik (-2019),Non-financial corporations,20-49 employees,Establishments,2019,52
18231,Narvik (-2019),Non-financial corporations,50-99 employees,Establishments,2019,9
18232,Narvik (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,1
18233,Narvik (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
18234,Narvik (-2019),Households and non-profit institutions,All size groups,Establishments,2019,456
18235,Narvik (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,391
18236,Narvik (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,53
18237,Narvik (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,7
18238,Narvik (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,3
18239,Narvik (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,2
18240,Narvik (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
18241,Narvik (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18242,Narvik (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
18243,Narvik (-2019),Unspecified sector/others,All size groups,Establishments,2019,1
18244,Narvik (-2019),Unspecified sector/others,No one employeed,Establishments,2019,1
18245,Narvik (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
18246,Narvik (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
18247,Narvik (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
18248,Narvik (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
18249,Narvik (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
18250,Narvik (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18251,Narvik (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
18252,Bindal,Sum all sectors,All size groups,Establishments,2019,183
18253,Bindal,Sum all sectors,No one employeed,Establishments,2019,118
18254,Bindal,Sum all sectors,1-4 employees,Establishments,2019,41
18255,Bindal,Sum all sectors,5-9 employees,Establishments,2019,11
18256,Bindal,Sum all sectors,10-19 employees,Establishments,2019,7
18257,Bindal,Sum all sectors,20-49 employees,Establishments,2019,5
18258,Bindal,Sum all sectors,50-99 employees,Establishments,2019,1
18259,Bindal,Sum all sectors,100 - 249 employees,Establishments,2019,0
18260,Bindal,Sum all sectors,250 employees and more,Establishments,2019,0
18261,Bindal,General government,All size groups,Establishments,2019,27
18262,Bindal,General government,No one employeed,Establishments,2019,3
18263,Bindal,General government,1-4 employees,Establishments,2019,11
18264,Bindal,General government,5-9 employees,Establishments,2019,4
18265,Bindal,General government,10-19 employees,Establishments,2019,5
18266,Bindal,General government,20-49 employees,Establishments,2019,3
18267,Bindal,General government,50-99 employees,Establishments,2019,1
18268,Bindal,General government,100 - 249 employees,Establishments,2019,0
18269,Bindal,General government,250 employees and more,Establishments,2019,0
18270,Bindal,Financial corporations,All size groups,Establishments,2019,0
18271,Bindal,Financial corporations,No one employeed,Establishments,2019,0
18272,Bindal,Financial corporations,1-4 employees,Establishments,2019,0
18273,Bindal,Financial corporations,5-9 employees,Establishments,2019,0
18274,Bindal,Financial corporations,10-19 employees,Establishments,2019,0
18275,Bindal,Financial corporations,20-49 employees,Establishments,2019,0
18276,Bindal,Financial corporations,50-99 employees,Establishments,2019,0
18277,Bindal,Financial corporations,100 - 249 employees,Establishments,2019,0
18278,Bindal,Financial corporations,250 employees and more,Establishments,2019,0
18279,Bindal,Non-financial corporations,All size groups,Establishments,2019,54
18280,Bindal,Non-financial corporations,No one employeed,Establishments,2019,29
18281,Bindal,Non-financial corporations,1-4 employees,Establishments,2019,16
18282,Bindal,Non-financial corporations,5-9 employees,Establishments,2019,6
18283,Bindal,Non-financial corporations,10-19 employees,Establishments,2019,2
18284,Bindal,Non-financial corporations,20-49 employees,Establishments,2019,1
18285,Bindal,Non-financial corporations,50-99 employees,Establishments,2019,0
18286,Bindal,Non-financial corporations,100 - 249 employees,Establishments,2019,0
18287,Bindal,Non-financial corporations,250 employees and more,Establishments,2019,0
18288,Bindal,Households and non-profit institutions,All size groups,Establishments,2019,102
18289,Bindal,Households and non-profit institutions,No one employeed,Establishments,2019,86
18290,Bindal,Households and non-profit institutions,1-4 employees,Establishments,2019,14
18291,Bindal,Households and non-profit institutions,5-9 employees,Establishments,2019,1
18292,Bindal,Households and non-profit institutions,10-19 employees,Establishments,2019,0
18293,Bindal,Households and non-profit institutions,20-49 employees,Establishments,2019,1
18294,Bindal,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18295,Bindal,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18296,Bindal,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18297,Bindal,Unspecified sector/others,All size groups,Establishments,2019,0
18298,Bindal,Unspecified sector/others,No one employeed,Establishments,2019,0
18299,Bindal,Unspecified sector/others,1-4 employees,Establishments,2019,0
18300,Bindal,Unspecified sector/others,5-9 employees,Establishments,2019,0
18301,Bindal,Unspecified sector/others,10-19 employees,Establishments,2019,0
18302,Bindal,Unspecified sector/others,20-49 employees,Establishments,2019,0
18303,Bindal,Unspecified sector/others,50-99 employees,Establishments,2019,0
18304,Bindal,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18305,Bindal,Unspecified sector/others,250 employees and more,Establishments,2019,0
18306,Sømna,Sum all sectors,All size groups,Establishments,2019,282
18307,Sømna,Sum all sectors,No one employeed,Establishments,2019,201
18308,Sømna,Sum all sectors,1-4 employees,Establishments,2019,50
18309,Sømna,Sum all sectors,5-9 employees,Establishments,2019,11
18310,Sømna,Sum all sectors,10-19 employees,Establishments,2019,10
18311,Sømna,Sum all sectors,20-49 employees,Establishments,2019,5
18312,Sømna,Sum all sectors,50-99 employees,Establishments,2019,5
18313,Sømna,Sum all sectors,100 - 249 employees,Establishments,2019,0
18314,Sømna,Sum all sectors,250 employees and more,Establishments,2019,0
18315,Sømna,General government,All size groups,Establishments,2019,31
18316,Sømna,General government,No one employeed,Establishments,2019,7
18317,Sømna,General government,1-4 employees,Establishments,2019,10
18318,Sømna,General government,5-9 employees,Establishments,2019,5
18319,Sømna,General government,10-19 employees,Establishments,2019,3
18320,Sømna,General government,20-49 employees,Establishments,2019,3
18321,Sømna,General government,50-99 employees,Establishments,2019,3
18322,Sømna,General government,100 - 249 employees,Establishments,2019,0
18323,Sømna,General government,250 employees and more,Establishments,2019,0
18324,Sømna,Financial corporations,All size groups,Establishments,2019,1
18325,Sømna,Financial corporations,No one employeed,Establishments,2019,1
18326,Sømna,Financial corporations,1-4 employees,Establishments,2019,0
18327,Sømna,Financial corporations,5-9 employees,Establishments,2019,0
18328,Sømna,Financial corporations,10-19 employees,Establishments,2019,0
18329,Sømna,Financial corporations,20-49 employees,Establishments,2019,0
18330,Sømna,Financial corporations,50-99 employees,Establishments,2019,0
18331,Sømna,Financial corporations,100 - 249 employees,Establishments,2019,0
18332,Sømna,Financial corporations,250 employees and more,Establishments,2019,0
18333,Sømna,Non-financial corporations,All size groups,Establishments,2019,66
18334,Sømna,Non-financial corporations,No one employeed,Establishments,2019,30
18335,Sømna,Non-financial corporations,1-4 employees,Establishments,2019,22
18336,Sømna,Non-financial corporations,5-9 employees,Establishments,2019,5
18337,Sømna,Non-financial corporations,10-19 employees,Establishments,2019,5
18338,Sømna,Non-financial corporations,20-49 employees,Establishments,2019,2
18339,Sømna,Non-financial corporations,50-99 employees,Establishments,2019,2
18340,Sømna,Non-financial corporations,100 - 249 employees,Establishments,2019,0
18341,Sømna,Non-financial corporations,250 employees and more,Establishments,2019,0
18342,Sømna,Households and non-profit institutions,All size groups,Establishments,2019,184
18343,Sømna,Households and non-profit institutions,No one employeed,Establishments,2019,163
18344,Sømna,Households and non-profit institutions,1-4 employees,Establishments,2019,18
18345,Sømna,Households and non-profit institutions,5-9 employees,Establishments,2019,1
18346,Sømna,Households and non-profit institutions,10-19 employees,Establishments,2019,2
18347,Sømna,Households and non-profit institutions,20-49 employees,Establishments,2019,0
18348,Sømna,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18349,Sømna,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18350,Sømna,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18351,Sømna,Unspecified sector/others,All size groups,Establishments,2019,0
18352,Sømna,Unspecified sector/others,No one employeed,Establishments,2019,0
18353,Sømna,Unspecified sector/others,1-4 employees,Establishments,2019,0
18354,Sømna,Unspecified sector/others,5-9 employees,Establishments,2019,0
18355,Sømna,Unspecified sector/others,10-19 employees,Establishments,2019,0
18356,Sømna,Unspecified sector/others,20-49 employees,Establishments,2019,0
18357,Sømna,Unspecified sector/others,50-99 employees,Establishments,2019,0
18358,Sømna,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18359,Sømna,Unspecified sector/others,250 employees and more,Establishments,2019,0
18360,Brønnøy,Sum all sectors,All size groups,Establishments,2019,895
18361,Brønnøy,Sum all sectors,No one employeed,Establishments,2019,587
18362,Brønnøy,Sum all sectors,1-4 employees,Establishments,2019,137
18363,Brønnøy,Sum all sectors,5-9 employees,Establishments,2019,82
18364,Brønnøy,Sum all sectors,10-19 employees,Establishments,2019,55
18365,Brønnøy,Sum all sectors,20-49 employees,Establishments,2019,22
18366,Brønnøy,Sum all sectors,50-99 employees,Establishments,2019,6
18367,Brønnøy,Sum all sectors,100 - 249 employees,Establishments,2019,4
18368,Brønnøy,Sum all sectors,250 employees and more,Establishments,2019,2
18369,Brønnøy,General government,All size groups,Establishments,2019,58
18370,Brønnøy,General government,No one employeed,Establishments,2019,7
18371,Brønnøy,General government,1-4 employees,Establishments,2019,8
18372,Brønnøy,General government,5-9 employees,Establishments,2019,8
18373,Brønnøy,General government,10-19 employees,Establishments,2019,18
18374,Brønnøy,General government,20-49 employees,Establishments,2019,8
18375,Brønnøy,General government,50-99 employees,Establishments,2019,5
18376,Brønnøy,General government,100 - 249 employees,Establishments,2019,2
18377,Brønnøy,General government,250 employees and more,Establishments,2019,2
18378,Brønnøy,Financial corporations,All size groups,Establishments,2019,3
18379,Brønnøy,Financial corporations,No one employeed,Establishments,2019,0
18380,Brønnøy,Financial corporations,1-4 employees,Establishments,2019,1
18381,Brønnøy,Financial corporations,5-9 employees,Establishments,2019,1
18382,Brønnøy,Financial corporations,10-19 employees,Establishments,2019,1
18383,Brønnøy,Financial corporations,20-49 employees,Establishments,2019,0
18384,Brønnøy,Financial corporations,50-99 employees,Establishments,2019,0
18385,Brønnøy,Financial corporations,100 - 249 employees,Establishments,2019,0
18386,Brønnøy,Financial corporations,250 employees and more,Establishments,2019,0
18387,Brønnøy,Non-financial corporations,All size groups,Establishments,2019,406
18388,Brønnøy,Non-financial corporations,No one employeed,Establishments,2019,180
18389,Brønnøy,Non-financial corporations,1-4 employees,Establishments,2019,103
18390,Brønnøy,Non-financial corporations,5-9 employees,Establishments,2019,70
18391,Brønnøy,Non-financial corporations,10-19 employees,Establishments,2019,36
18392,Brønnøy,Non-financial corporations,20-49 employees,Establishments,2019,14
18393,Brønnøy,Non-financial corporations,50-99 employees,Establishments,2019,1
18394,Brønnøy,Non-financial corporations,100 - 249 employees,Establishments,2019,2
18395,Brønnøy,Non-financial corporations,250 employees and more,Establishments,2019,0
18396,Brønnøy,Households and non-profit institutions,All size groups,Establishments,2019,428
18397,Brønnøy,Households and non-profit institutions,No one employeed,Establishments,2019,400
18398,Brønnøy,Households and non-profit institutions,1-4 employees,Establishments,2019,25
18399,Brønnøy,Households and non-profit institutions,5-9 employees,Establishments,2019,3
18400,Brønnøy,Households and non-profit institutions,10-19 employees,Establishments,2019,0
18401,Brønnøy,Households and non-profit institutions,20-49 employees,Establishments,2019,0
18402,Brønnøy,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18403,Brønnøy,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18404,Brønnøy,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18405,Brønnøy,Unspecified sector/others,All size groups,Establishments,2019,0
18406,Brønnøy,Unspecified sector/others,No one employeed,Establishments,2019,0
18407,Brønnøy,Unspecified sector/others,1-4 employees,Establishments,2019,0
18408,Brønnøy,Unspecified sector/others,5-9 employees,Establishments,2019,0
18409,Brønnøy,Unspecified sector/others,10-19 employees,Establishments,2019,0
18410,Brønnøy,Unspecified sector/others,20-49 employees,Establishments,2019,0
18411,Brønnøy,Unspecified sector/others,50-99 employees,Establishments,2019,0
18412,Brønnøy,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18413,Brønnøy,Unspecified sector/others,250 employees and more,Establishments,2019,0
18414,Vega,Sum all sectors,All size groups,Establishments,2019,250
18415,Vega,Sum all sectors,No one employeed,Establishments,2019,206
18416,Vega,Sum all sectors,1-4 employees,Establishments,2019,30
18417,Vega,Sum all sectors,5-9 employees,Establishments,2019,4
18418,Vega,Sum all sectors,10-19 employees,Establishments,2019,7
18419,Vega,Sum all sectors,20-49 employees,Establishments,2019,2
18420,Vega,Sum all sectors,50-99 employees,Establishments,2019,1
18421,Vega,Sum all sectors,100 - 249 employees,Establishments,2019,0
18422,Vega,Sum all sectors,250 employees and more,Establishments,2019,0
18423,Vega,General government,All size groups,Establishments,2019,22
18424,Vega,General government,No one employeed,Establishments,2019,9
18425,Vega,General government,1-4 employees,Establishments,2019,7
18426,Vega,General government,5-9 employees,Establishments,2019,0
18427,Vega,General government,10-19 employees,Establishments,2019,3
18428,Vega,General government,20-49 employees,Establishments,2019,2
18429,Vega,General government,50-99 employees,Establishments,2019,1
18430,Vega,General government,100 - 249 employees,Establishments,2019,0
18431,Vega,General government,250 employees and more,Establishments,2019,0
18432,Vega,Financial corporations,All size groups,Establishments,2019,0
18433,Vega,Financial corporations,No one employeed,Establishments,2019,0
18434,Vega,Financial corporations,1-4 employees,Establishments,2019,0
18435,Vega,Financial corporations,5-9 employees,Establishments,2019,0
18436,Vega,Financial corporations,10-19 employees,Establishments,2019,0
18437,Vega,Financial corporations,20-49 employees,Establishments,2019,0
18438,Vega,Financial corporations,50-99 employees,Establishments,2019,0
18439,Vega,Financial corporations,100 - 249 employees,Establishments,2019,0
18440,Vega,Financial corporations,250 employees and more,Establishments,2019,0
18441,Vega,Non-financial corporations,All size groups,Establishments,2019,67
18442,Vega,Non-financial corporations,No one employeed,Establishments,2019,43
18443,Vega,Non-financial corporations,1-4 employees,Establishments,2019,16
18444,Vega,Non-financial corporations,5-9 employees,Establishments,2019,4
18445,Vega,Non-financial corporations,10-19 employees,Establishments,2019,4
18446,Vega,Non-financial corporations,20-49 employees,Establishments,2019,0
18447,Vega,Non-financial corporations,50-99 employees,Establishments,2019,0
18448,Vega,Non-financial corporations,100 - 249 employees,Establishments,2019,0
18449,Vega,Non-financial corporations,250 employees and more,Establishments,2019,0
18450,Vega,Households and non-profit institutions,All size groups,Establishments,2019,161
18451,Vega,Households and non-profit institutions,No one employeed,Establishments,2019,154
18452,Vega,Households and non-profit institutions,1-4 employees,Establishments,2019,7
18453,Vega,Households and non-profit institutions,5-9 employees,Establishments,2019,0
18454,Vega,Households and non-profit institutions,10-19 employees,Establishments,2019,0
18455,Vega,Households and non-profit institutions,20-49 employees,Establishments,2019,0
18456,Vega,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18457,Vega,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18458,Vega,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18459,Vega,Unspecified sector/others,All size groups,Establishments,2019,0
18460,Vega,Unspecified sector/others,No one employeed,Establishments,2019,0
18461,Vega,Unspecified sector/others,1-4 employees,Establishments,2019,0
18462,Vega,Unspecified sector/others,5-9 employees,Establishments,2019,0
18463,Vega,Unspecified sector/others,10-19 employees,Establishments,2019,0
18464,Vega,Unspecified sector/others,20-49 employees,Establishments,2019,0
18465,Vega,Unspecified sector/others,50-99 employees,Establishments,2019,0
18466,Vega,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18467,Vega,Unspecified sector/others,250 employees and more,Establishments,2019,0
18468,Vevelstad,Sum all sectors,All size groups,Establishments,2019,92
18469,Vevelstad,Sum all sectors,No one employeed,Establishments,2019,67
18470,Vevelstad,Sum all sectors,1-4 employees,Establishments,2019,14
18471,Vevelstad,Sum all sectors,5-9 employees,Establishments,2019,6
18472,Vevelstad,Sum all sectors,10-19 employees,Establishments,2019,4
18473,Vevelstad,Sum all sectors,20-49 employees,Establishments,2019,1
18474,Vevelstad,Sum all sectors,50-99 employees,Establishments,2019,0
18475,Vevelstad,Sum all sectors,100 - 249 employees,Establishments,2019,0
18476,Vevelstad,Sum all sectors,250 employees and more,Establishments,2019,0
18477,Vevelstad,General government,All size groups,Establishments,2019,17
18478,Vevelstad,General government,No one employeed,Establishments,2019,4
18479,Vevelstad,General government,1-4 employees,Establishments,2019,6
18480,Vevelstad,General government,5-9 employees,Establishments,2019,2
18481,Vevelstad,General government,10-19 employees,Establishments,2019,4
18482,Vevelstad,General government,20-49 employees,Establishments,2019,1
18483,Vevelstad,General government,50-99 employees,Establishments,2019,0
18484,Vevelstad,General government,100 - 249 employees,Establishments,2019,0
18485,Vevelstad,General government,250 employees and more,Establishments,2019,0
18486,Vevelstad,Financial corporations,All size groups,Establishments,2019,0
18487,Vevelstad,Financial corporations,No one employeed,Establishments,2019,0
18488,Vevelstad,Financial corporations,1-4 employees,Establishments,2019,0
18489,Vevelstad,Financial corporations,5-9 employees,Establishments,2019,0
18490,Vevelstad,Financial corporations,10-19 employees,Establishments,2019,0
18491,Vevelstad,Financial corporations,20-49 employees,Establishments,2019,0
18492,Vevelstad,Financial corporations,50-99 employees,Establishments,2019,0
18493,Vevelstad,Financial corporations,100 - 249 employees,Establishments,2019,0
18494,Vevelstad,Financial corporations,250 employees and more,Establishments,2019,0
18495,Vevelstad,Non-financial corporations,All size groups,Establishments,2019,18
18496,Vevelstad,Non-financial corporations,No one employeed,Establishments,2019,11
18497,Vevelstad,Non-financial corporations,1-4 employees,Establishments,2019,4
18498,Vevelstad,Non-financial corporations,5-9 employees,Establishments,2019,3
18499,Vevelstad,Non-financial corporations,10-19 employees,Establishments,2019,0
18500,Vevelstad,Non-financial corporations,20-49 employees,Establishments,2019,0
18501,Vevelstad,Non-financial corporations,50-99 employees,Establishments,2019,0
18502,Vevelstad,Non-financial corporations,100 - 249 employees,Establishments,2019,0
18503,Vevelstad,Non-financial corporations,250 employees and more,Establishments,2019,0
18504,Vevelstad,Households and non-profit institutions,All size groups,Establishments,2019,57
18505,Vevelstad,Households and non-profit institutions,No one employeed,Establishments,2019,52
18506,Vevelstad,Households and non-profit institutions,1-4 employees,Establishments,2019,4
18507,Vevelstad,Households and non-profit institutions,5-9 employees,Establishments,2019,1
18508,Vevelstad,Households and non-profit institutions,10-19 employees,Establishments,2019,0
18509,Vevelstad,Households and non-profit institutions,20-49 employees,Establishments,2019,0
18510,Vevelstad,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18511,Vevelstad,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18512,Vevelstad,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18513,Vevelstad,Unspecified sector/others,All size groups,Establishments,2019,0
18514,Vevelstad,Unspecified sector/others,No one employeed,Establishments,2019,0
18515,Vevelstad,Unspecified sector/others,1-4 employees,Establishments,2019,0
18516,Vevelstad,Unspecified sector/others,5-9 employees,Establishments,2019,0
18517,Vevelstad,Unspecified sector/others,10-19 employees,Establishments,2019,0
18518,Vevelstad,Unspecified sector/others,20-49 employees,Establishments,2019,0
18519,Vevelstad,Unspecified sector/others,50-99 employees,Establishments,2019,0
18520,Vevelstad,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18521,Vevelstad,Unspecified sector/others,250 employees and more,Establishments,2019,0
18522,Herøy (Nordland),Sum all sectors,All size groups,Establishments,2019,258
18523,Herøy (Nordland),Sum all sectors,No one employeed,Establishments,2019,167
18524,Herøy (Nordland),Sum all sectors,1-4 employees,Establishments,2019,47
18525,Herøy (Nordland),Sum all sectors,5-9 employees,Establishments,2019,19
18526,Herøy (Nordland),Sum all sectors,10-19 employees,Establishments,2019,16
18527,Herøy (Nordland),Sum all sectors,20-49 employees,Establishments,2019,6
18528,Herøy (Nordland),Sum all sectors,50-99 employees,Establishments,2019,2
18529,Herøy (Nordland),Sum all sectors,100 - 249 employees,Establishments,2019,1
18530,Herøy (Nordland),Sum all sectors,250 employees and more,Establishments,2019,0
18531,Herøy (Nordland),General government,All size groups,Establishments,2019,32
18532,Herøy (Nordland),General government,No one employeed,Establishments,2019,8
18533,Herøy (Nordland),General government,1-4 employees,Establishments,2019,13
18534,Herøy (Nordland),General government,5-9 employees,Establishments,2019,2
18535,Herøy (Nordland),General government,10-19 employees,Establishments,2019,4
18536,Herøy (Nordland),General government,20-49 employees,Establishments,2019,5
18537,Herøy (Nordland),General government,50-99 employees,Establishments,2019,0
18538,Herøy (Nordland),General government,100 - 249 employees,Establishments,2019,0
18539,Herøy (Nordland),General government,250 employees and more,Establishments,2019,0
18540,Herøy (Nordland),Financial corporations,All size groups,Establishments,2019,0
18541,Herøy (Nordland),Financial corporations,No one employeed,Establishments,2019,0
18542,Herøy (Nordland),Financial corporations,1-4 employees,Establishments,2019,0
18543,Herøy (Nordland),Financial corporations,5-9 employees,Establishments,2019,0
18544,Herøy (Nordland),Financial corporations,10-19 employees,Establishments,2019,0
18545,Herøy (Nordland),Financial corporations,20-49 employees,Establishments,2019,0
18546,Herøy (Nordland),Financial corporations,50-99 employees,Establishments,2019,0
18547,Herøy (Nordland),Financial corporations,100 - 249 employees,Establishments,2019,0
18548,Herøy (Nordland),Financial corporations,250 employees and more,Establishments,2019,0
18549,Herøy (Nordland),Non-financial corporations,All size groups,Establishments,2019,110
18550,Herøy (Nordland),Non-financial corporations,No one employeed,Establishments,2019,49
18551,Herøy (Nordland),Non-financial corporations,1-4 employees,Establishments,2019,28
18552,Herøy (Nordland),Non-financial corporations,5-9 employees,Establishments,2019,17
18553,Herøy (Nordland),Non-financial corporations,10-19 employees,Establishments,2019,12
18554,Herøy (Nordland),Non-financial corporations,20-49 employees,Establishments,2019,1
18555,Herøy (Nordland),Non-financial corporations,50-99 employees,Establishments,2019,2
18556,Herøy (Nordland),Non-financial corporations,100 - 249 employees,Establishments,2019,1
18557,Herøy (Nordland),Non-financial corporations,250 employees and more,Establishments,2019,0
18558,Herøy (Nordland),Households and non-profit institutions,All size groups,Establishments,2019,116
18559,Herøy (Nordland),Households and non-profit institutions,No one employeed,Establishments,2019,110
18560,Herøy (Nordland),Households and non-profit institutions,1-4 employees,Establishments,2019,6
18561,Herøy (Nordland),Households and non-profit institutions,5-9 employees,Establishments,2019,0
18562,Herøy (Nordland),Households and non-profit institutions,10-19 employees,Establishments,2019,0
18563,Herøy (Nordland),Households and non-profit institutions,20-49 employees,Establishments,2019,0
18564,Herøy (Nordland),Households and non-profit institutions,50-99 employees,Establishments,2019,0
18565,Herøy (Nordland),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18566,Herøy (Nordland),Households and non-profit institutions,250 employees and more,Establishments,2019,0
18567,Herøy (Nordland),Unspecified sector/others,All size groups,Establishments,2019,0
18568,Herøy (Nordland),Unspecified sector/others,No one employeed,Establishments,2019,0
18569,Herøy (Nordland),Unspecified sector/others,1-4 employees,Establishments,2019,0
18570,Herøy (Nordland),Unspecified sector/others,5-9 employees,Establishments,2019,0
18571,Herøy (Nordland),Unspecified sector/others,10-19 employees,Establishments,2019,0
18572,Herøy (Nordland),Unspecified sector/others,20-49 employees,Establishments,2019,0
18573,Herøy (Nordland),Unspecified sector/others,50-99 employees,Establishments,2019,0
18574,Herøy (Nordland),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18575,Herøy (Nordland),Unspecified sector/others,250 employees and more,Establishments,2019,0
18576,Alstahaug,Sum all sectors,All size groups,Establishments,2019,813
18577,Alstahaug,Sum all sectors,No one employeed,Establishments,2019,462
18578,Alstahaug,Sum all sectors,1-4 employees,Establishments,2019,158
18579,Alstahaug,Sum all sectors,5-9 employees,Establishments,2019,97
18580,Alstahaug,Sum all sectors,10-19 employees,Establishments,2019,51
18581,Alstahaug,Sum all sectors,20-49 employees,Establishments,2019,35
18582,Alstahaug,Sum all sectors,50-99 employees,Establishments,2019,4
18583,Alstahaug,Sum all sectors,100 - 249 employees,Establishments,2019,5
18584,Alstahaug,Sum all sectors,250 employees and more,Establishments,2019,1
18585,Alstahaug,General government,All size groups,Establishments,2019,77
18586,Alstahaug,General government,No one employeed,Establishments,2019,7
18587,Alstahaug,General government,1-4 employees,Establishments,2019,15
18588,Alstahaug,General government,5-9 employees,Establishments,2019,23
18589,Alstahaug,General government,10-19 employees,Establishments,2019,14
18590,Alstahaug,General government,20-49 employees,Establishments,2019,11
18591,Alstahaug,General government,50-99 employees,Establishments,2019,2
18592,Alstahaug,General government,100 - 249 employees,Establishments,2019,4
18593,Alstahaug,General government,250 employees and more,Establishments,2019,1
18594,Alstahaug,Financial corporations,All size groups,Establishments,2019,6
18595,Alstahaug,Financial corporations,No one employeed,Establishments,2019,2
18596,Alstahaug,Financial corporations,1-4 employees,Establishments,2019,2
18597,Alstahaug,Financial corporations,5-9 employees,Establishments,2019,1
18598,Alstahaug,Financial corporations,10-19 employees,Establishments,2019,1
18599,Alstahaug,Financial corporations,20-49 employees,Establishments,2019,0
