,region,size of household,contents,year,value
3155,Stjørdal,3 persons,Private households,2019,13.8
3156,Stjørdal,4 persons,Persons in private households,2019,22.3
3157,Stjørdal,4 persons,Private households,2019,12.8
3158,Stjørdal,5 persons or more,Persons in private households,2019,16.6
3159,Stjørdal,5 persons or more,Private households,2019,7.2
3160,Frosta,1 person,Persons in private households,2019,15.1
3161,Frosta,1 person,Private households,2019,34.4
3162,Frosta,2 persons,Persons in private households,2019,28.4
3163,Frosta,2 persons,Private households,2019,32.4
3164,Frosta,3 persons,Persons in private households,2019,17.9
3165,Frosta,3 persons,Private households,2019,13.6
3166,Frosta,4 persons,Persons in private households,2019,21.2
3167,Frosta,4 persons,Private households,2019,12.1
3168,Frosta,5 persons or more,Persons in private households,2019,17.5
3169,Frosta,5 persons or more,Private households,2019,7.5
3170,Levanger,1 person,Persons in private households,2019,16.1
3171,Levanger,1 person,Private households,2019,35.8
3172,Levanger,2 persons,Persons in private households,2019,29.8
3173,Levanger,2 persons,Private households,2019,33.2
3174,Levanger,3 persons,Persons in private households,2019,16.5
3175,Levanger,3 persons,Private households,2019,12.3
3176,Levanger,4 persons,Persons in private households,2019,20.6
3177,Levanger,4 persons,Private households,2019,11.5
3178,Levanger,5 persons or more,Persons in private households,2019,16.9
3179,Levanger,5 persons or more,Private households,2019,7.2
3180,Verdal,1 person,Persons in private households,2019,16.4
3181,Verdal,1 person,Private households,2019,36.1
3182,Verdal,2 persons,Persons in private households,2019,30.2
3183,Verdal,2 persons,Private households,2019,33.3
3184,Verdal,3 persons,Persons in private households,2019,17.5
3185,Verdal,3 persons,Private households,2019,12.9
3186,Verdal,4 persons,Persons in private households,2019,20.2
3187,Verdal,4 persons,Private households,2019,11.1
3188,Verdal,5 persons or more,Persons in private households,2019,15.6
3189,Verdal,5 persons or more,Private households,2019,6.5
3190,Verran (2018-2019),1 person,Persons in private households,2019,18.9
3191,Verran (2018-2019),1 person,Private households,2019,39.5
3192,Verran (2018-2019),2 persons,Persons in private households,2019,33.1
3193,Verran (2018-2019),2 persons,Private households,2019,34.6
3194,Verran (2018-2019),3 persons,Persons in private households,2019,14.7
3195,Verran (2018-2019),3 persons,Private households,2019,10.3
3196,Verran (2018-2019),4 persons,Persons in private households,2019,19.3
3197,Verran (2018-2019),4 persons,Private households,2019,10.1
3198,Verran (2018-2019),5 persons or more,Persons in private households,2019,13.9
3199,Verran (2018-2019),5 persons or more,Private households,2019,5.5
3200,Namdalseid (2018-2019),1 person,Persons in private households,2019,17.1
3201,Namdalseid (2018-2019),1 person,Private households,2019,37.7
3202,Namdalseid (2018-2019),2 persons,Persons in private households,2019,30.8
3203,Namdalseid (2018-2019),2 persons,Private households,2019,33.9
3204,Namdalseid (2018-2019),3 persons,Persons in private households,2019,15.5
3205,Namdalseid (2018-2019),3 persons,Private households,2019,11.4
3206,Namdalseid (2018-2019),4 persons,Persons in private households,2019,15.8
3207,Namdalseid (2018-2019),4 persons,Private households,2019,8.7
3208,Namdalseid (2018-2019),5 persons or more,Persons in private households,2019,20.8
3209,Namdalseid (2018-2019),5 persons or more,Private households,2019,8.4
3210,Snåase - Snåsa,1 person,Persons in private households,2019,15.6
3211,Snåase - Snåsa,1 person,Private households,2019,35.0
3212,Snåase - Snåsa,2 persons,Persons in private households,2019,30.3
3213,Snåase - Snåsa,2 persons,Private households,2019,33.8
3214,Snåase - Snåsa,3 persons,Persons in private households,2019,19.2
3215,Snåase - Snåsa,3 persons,Private households,2019,14.3
3216,Snåase - Snåsa,4 persons,Persons in private households,2019,16.4
3217,Snåase - Snåsa,4 persons,Private households,2019,9.2
3218,Snåase - Snåsa,5 persons or more,Persons in private households,2019,18.4
3219,Snåase - Snåsa,5 persons or more,Private households,2019,7.7
3220,Lierne,1 person,Persons in private households,2019,17.4
3221,Lierne,1 person,Private households,2019,38.8
3222,Lierne,2 persons,Persons in private households,2019,27.2
3223,Lierne,2 persons,Private households,2019,30.4
3224,Lierne,3 persons,Persons in private households,2019,15.3
3225,Lierne,3 persons,Private households,2019,11.4
3226,Lierne,4 persons,Persons in private households,2019,19.8
3227,Lierne,4 persons,Private households,2019,11.1
3228,Lierne,5 persons or more,Persons in private households,2019,20.3
3229,Lierne,5 persons or more,Private households,2019,8.4
3230,Raarvihke - Røyrvik,1 person,Persons in private households,2019,16.1
3231,Raarvihke - Røyrvik,1 person,Private households,2019,36.1
3232,Raarvihke - Røyrvik,2 persons,Persons in private households,2019,27.5
3233,Raarvihke - Røyrvik,2 persons,Private households,2019,30.8
3234,Raarvihke - Røyrvik,3 persons,Persons in private households,2019,20.6
3235,Raarvihke - Røyrvik,3 persons,Private households,2019,15.4
3236,Raarvihke - Røyrvik,4 persons,Persons in private households,2019,21.5
3237,Raarvihke - Røyrvik,4 persons,Private households,2019,12.0
3238,Raarvihke - Røyrvik,5 persons or more,Persons in private households,2019,14.2
3239,Raarvihke - Røyrvik,5 persons or more,Private households,2019,5.8
3240,Namsskogan,1 person,Persons in private households,2019,17.7
3241,Namsskogan,1 person,Private households,2019,38.3
3242,Namsskogan,2 persons,Persons in private households,2019,30.9
3243,Namsskogan,2 persons,Private households,2019,33.4
3244,Namsskogan,3 persons,Persons in private households,2019,16.3
3245,Namsskogan,3 persons,Private households,2019,11.7
3246,Namsskogan,4 persons,Persons in private households,2019,17.0
3247,Namsskogan,4 persons,Private households,2019,9.2
3248,Namsskogan,5 persons or more,Persons in private households,2019,18.3
3249,Namsskogan,5 persons or more,Private households,2019,7.4
3250,Grong,1 person,Persons in private households,2019,20.3
3251,Grong,1 person,Private households,2019,42.0
3252,Grong,2 persons,Persons in private households,2019,31.6
3253,Grong,2 persons,Private households,2019,32.7
3254,Grong,3 persons,Persons in private households,2019,14.6
3255,Grong,3 persons,Private households,2019,10.1
3256,Grong,4 persons,Persons in private households,2019,16.6
3257,Grong,4 persons,Private households,2019,8.6
3258,Grong,5 persons or more,Persons in private households,2019,17.0
3259,Grong,5 persons or more,Private households,2019,6.6
3260,Høylandet,1 person,Persons in private households,2019,13.2
3261,Høylandet,1 person,Private households,2019,31.2
3262,Høylandet,2 persons,Persons in private households,2019,30.9
3263,Høylandet,2 persons,Private households,2019,36.3
3264,Høylandet,3 persons,Persons in private households,2019,13.4
3265,Høylandet,3 persons,Private households,2019,10.5
3266,Høylandet,4 persons,Persons in private households,2019,21.8
3267,Høylandet,4 persons,Private households,2019,12.8
3268,Høylandet,5 persons or more,Persons in private households,2019,20.7
3269,Høylandet,5 persons or more,Private households,2019,9.2
3270,Overhalla,1 person,Persons in private households,2019,11.9
3271,Overhalla,1 person,Private households,2019,28.9
3272,Overhalla,2 persons,Persons in private households,2019,28.7
3273,Overhalla,2 persons,Private households,2019,34.7
3274,Overhalla,3 persons,Persons in private households,2019,16.3
3275,Overhalla,3 persons,Private households,2019,13.1
3276,Overhalla,4 persons,Persons in private households,2019,25.2
3277,Overhalla,4 persons,Private households,2019,15.2
3278,Overhalla,5 persons or more,Persons in private households,2019,17.9
3279,Overhalla,5 persons or more,Private households,2019,8.1
3280,Fosnes (2018-2019),1 person,Persons in private households,2019,18.4
3281,Fosnes (2018-2019),1 person,Private households,2019,38.1
3282,Fosnes (2018-2019),2 persons,Persons in private households,2019,36.5
3283,Fosnes (2018-2019),2 persons,Private households,2019,37.8
3284,Fosnes (2018-2019),3 persons,Persons in private households,2019,13.2
3285,Fosnes (2018-2019),3 persons,Private households,2019,9.1
3286,Fosnes (2018-2019),4 persons,Persons in private households,2019,21.6
3287,Fosnes (2018-2019),4 persons,Private households,2019,11.2
3288,Fosnes (2018-2019),5 persons or more,Persons in private households,2019,10.3
3289,Fosnes (2018-2019),5 persons or more,Private households,2019,3.8
3290,Flatanger,1 person,Persons in private households,2019,15.7
3291,Flatanger,1 person,Private households,2019,34.5
3292,Flatanger,2 persons,Persons in private households,2019,32.5
3293,Flatanger,2 persons,Private households,2019,35.7
3294,Flatanger,3 persons,Persons in private households,2019,18.9
3295,Flatanger,3 persons,Private households,2019,13.9
3296,Flatanger,4 persons,Persons in private households,2019,18.6
3297,Flatanger,4 persons,Private households,2019,10.2
3298,Flatanger,5 persons or more,Persons in private households,2019,14.4
3299,Flatanger,5 persons or more,Private households,2019,5.7
3300,Vikna (2018-2019),1 person,Persons in private households,2019,16.1
3301,Vikna (2018-2019),1 person,Private households,2019,36.3
3302,Vikna (2018-2019),2 persons,Persons in private households,2019,27.1
3303,Vikna (2018-2019),2 persons,Private households,2019,30.5
3304,Vikna (2018-2019),3 persons,Persons in private households,2019,17.8
3305,Vikna (2018-2019),3 persons,Private households,2019,13.4
3306,Vikna (2018-2019),4 persons,Persons in private households,2019,23.6
3307,Vikna (2018-2019),4 persons,Private households,2019,13.3
3308,Vikna (2018-2019),5 persons or more,Persons in private households,2019,15.4
3309,Vikna (2018-2019),5 persons or more,Private households,2019,6.6
3310,Nærøy (2018-2019),1 person,Persons in private households,2019,17.1
3311,Nærøy (2018-2019),1 person,Private households,2019,37.6
3312,Nærøy (2018-2019),2 persons,Persons in private households,2019,28.9
3313,Nærøy (2018-2019),2 persons,Private households,2019,31.8
3314,Nærøy (2018-2019),3 persons,Persons in private households,2019,17.6
3315,Nærøy (2018-2019),3 persons,Private households,2019,12.9
3316,Nærøy (2018-2019),4 persons,Persons in private households,2019,19.5
3317,Nærøy (2018-2019),4 persons,Private households,2019,10.7
3318,Nærøy (2018-2019),5 persons or more,Persons in private households,2019,16.9
3319,Nærøy (2018-2019),5 persons or more,Private households,2019,7.0
3320,Leka,1 person,Persons in private households,2019,18.3
3321,Leka,1 person,Private households,2019,37.8
3322,Leka,2 persons,Persons in private households,2019,38.4
3323,Leka,2 persons,Private households,2019,39.6
3324,Leka,3 persons,Persons in private households,2019,15.1
3325,Leka,3 persons,Private households,2019,10.4
3326,Leka,4 persons,Persons in private households,2019,11.5
3327,Leka,4 persons,Private households,2019,5.9
3328,Leka,5 persons or more,Persons in private households,2019,16.7
3329,Leka,5 persons or more,Private households,2019,6.3
3330,Inderøy,1 person,Persons in private households,2019,13.2
3331,Inderøy,1 person,Private households,2019,30.7
3332,Inderøy,2 persons,Persons in private households,2019,31.5
3333,Inderøy,2 persons,Private households,2019,36.5
3334,Inderøy,3 persons,Persons in private households,2019,17.3
3335,Inderøy,3 persons,Private households,2019,13.4
3336,Inderøy,4 persons,Persons in private households,2019,20.5
3337,Inderøy,4 persons,Private households,2019,11.9
3338,Inderøy,5 persons or more,Persons in private households,2019,17.5
3339,Inderøy,5 persons or more,Private households,2019,7.5
3340,Indre Fosen,1 person,Persons in private households,2019,16.1
3341,Indre Fosen,1 person,Private households,2019,35.9
3342,Indre Fosen,2 persons,Persons in private households,2019,30.1
3343,Indre Fosen,2 persons,Private households,2019,33.5
3344,Indre Fosen,3 persons,Persons in private households,2019,15.8
3345,Indre Fosen,3 persons,Private households,2019,11.8
3346,Indre Fosen,4 persons,Persons in private households,2019,20.9
3347,Indre Fosen,4 persons,Private households,2019,11.6
3348,Indre Fosen,5 persons or more,Persons in private households,2019,17.1
3349,Indre Fosen,5 persons or more,Private households,2019,7.2
3350,Rindal,1 person,Persons in private households,2019,15.0
3351,Rindal,1 person,Private households,2019,34.4
3352,Rindal,2 persons,Persons in private households,2019,28.6
3353,Rindal,2 persons,Private households,2019,32.8
3354,Rindal,3 persons,Persons in private households,2019,17.7
3355,Rindal,3 persons,Private households,2019,13.6
3356,Rindal,4 persons,Persons in private households,2019,17.3
3357,Rindal,4 persons,Private households,2019,9.9
3358,Rindal,5 persons or more,Persons in private households,2019,21.4
3359,Rindal,5 persons or more,Private households,2019,9.3
3360,Bodø,1 person,Persons in private households,2019,18.6
3361,Bodø,1 person,Private households,2019,39.6
3362,Bodø,2 persons,Persons in private households,2019,29.2
3363,Bodø,2 persons,Private households,2019,31.1
3364,Bodø,3 persons,Persons in private households,2019,17.4
3365,Bodø,3 persons,Private households,2019,12.4
3366,Bodø,4 persons,Persons in private households,2019,22.4
3367,Bodø,4 persons,Private households,2019,11.9
3368,Bodø,5 persons or more,Persons in private households,2019,12.5
3369,Bodø,5 persons or more,Private households,2019,5.0
3370,Narvik (-2019),1 person,Persons in private households,2019,19.5
3371,Narvik (-2019),1 person,Private households,2019,40.7
3372,Narvik (-2019),2 persons,Persons in private households,2019,30.7
3373,Narvik (-2019),2 persons,Private households,2019,32.0
3374,Narvik (-2019),3 persons,Persons in private households,2019,17.9
3375,Narvik (-2019),3 persons,Private households,2019,12.4
3376,Narvik (-2019),4 persons,Persons in private households,2019,19.2
3377,Narvik (-2019),4 persons,Private households,2019,10.0
3378,Narvik (-2019),5 persons or more,Persons in private households,2019,12.7
3379,Narvik (-2019),5 persons or more,Private households,2019,4.9
3380,Bindal,1 person,Persons in private households,2019,16.2
3381,Bindal,1 person,Private households,2019,35.7
3382,Bindal,2 persons,Persons in private households,2019,31.6
3383,Bindal,2 persons,Private households,2019,35.0
3384,Bindal,3 persons,Persons in private households,2019,16.7
3385,Bindal,3 persons,Private households,2019,12.3
3386,Bindal,4 persons,Persons in private households,2019,17.9
3387,Bindal,4 persons,Private households,2019,9.9
3388,Bindal,5 persons or more,Persons in private households,2019,17.7
3389,Bindal,5 persons or more,Private households,2019,7.1
3390,Sømna,1 person,Persons in private households,2019,19.1
3391,Sømna,1 person,Private households,2019,40.3
3392,Sømna,2 persons,Persons in private households,2019,30.4
3393,Sømna,2 persons,Private households,2019,32.0
3394,Sømna,3 persons,Persons in private households,2019,15.0
3395,Sømna,3 persons,Private households,2019,10.6
3396,Sømna,4 persons,Persons in private households,2019,23.1
3397,Sømna,4 persons,Private households,2019,12.2
3398,Sømna,5 persons or more,Persons in private households,2019,12.3
3399,Sømna,5 persons or more,Private households,2019,5.0
3400,Brønnøy,1 person,Persons in private households,2019,17.4
3401,Brønnøy,1 person,Private households,2019,37.9
3402,Brønnøy,2 persons,Persons in private households,2019,28.9
3403,Brønnøy,2 persons,Private households,2019,31.4
3404,Brønnøy,3 persons,Persons in private households,2019,18.9
3405,Brønnøy,3 persons,Private households,2019,13.7
3406,Brønnøy,4 persons,Persons in private households,2019,20.1
3407,Brønnøy,4 persons,Private households,2019,11.0
3408,Brønnøy,5 persons or more,Persons in private households,2019,14.7
3409,Brønnøy,5 persons or more,Private households,2019,6.0
3410,Vega,1 person,Persons in private households,2019,19.4
3411,Vega,1 person,Private households,2019,41.0
3412,Vega,2 persons,Persons in private households,2019,27.1
3413,Vega,2 persons,Private households,2019,28.7
3414,Vega,3 persons,Persons in private households,2019,21.4
3415,Vega,3 persons,Private households,2019,15.1
3416,Vega,4 persons,Persons in private households,2019,18.3
3417,Vega,4 persons,Private households,2019,9.7
3418,Vega,5 persons or more,Persons in private households,2019,13.9
3419,Vega,5 persons or more,Private households,2019,5.5
3420,Vevelstad,1 person,Persons in private households,2019,20.2
3421,Vevelstad,1 person,Private households,2019,42.7
3422,Vevelstad,2 persons,Persons in private households,2019,27.5
3423,Vevelstad,2 persons,Private households,2019,29.1
3424,Vevelstad,3 persons,Persons in private households,2019,19.4
3425,Vevelstad,3 persons,Private households,2019,13.7
3426,Vevelstad,4 persons,Persons in private households,2019,12.5
3427,Vevelstad,4 persons,Private households,2019,6.6
3428,Vevelstad,5 persons or more,Persons in private households,2019,20.4
3429,Vevelstad,5 persons or more,Private households,2019,7.9
3430,Herøy (Nordland),1 person,Persons in private households,2019,18.2
3431,Herøy (Nordland),1 person,Private households,2019,38.9
3432,Herøy (Nordland),2 persons,Persons in private households,2019,31.8
3433,Herøy (Nordland),2 persons,Private households,2019,33.8
3434,Herøy (Nordland),3 persons,Persons in private households,2019,17.0
3435,Herøy (Nordland),3 persons,Private households,2019,12.1
3436,Herøy (Nordland),4 persons,Persons in private households,2019,16.9
3437,Herøy (Nordland),4 persons,Private households,2019,9.0
3438,Herøy (Nordland),5 persons or more,Persons in private households,2019,16.2
3439,Herøy (Nordland),5 persons or more,Private households,2019,6.3
3440,Alstahaug,1 person,Persons in private households,2019,17.3
3441,Alstahaug,1 person,Private households,2019,37.1
3442,Alstahaug,2 persons,Persons in private households,2019,31.3
3443,Alstahaug,2 persons,Private households,2019,33.6
3444,Alstahaug,3 persons,Persons in private households,2019,18.9
3445,Alstahaug,3 persons,Private households,2019,13.5
3446,Alstahaug,4 persons,Persons in private households,2019,19.6
3447,Alstahaug,4 persons,Private households,2019,10.5
3448,Alstahaug,5 persons or more,Persons in private households,2019,13.0
3449,Alstahaug,5 persons or more,Private households,2019,5.2
3450,Leirfjord,1 person,Persons in private households,2019,16.5
3451,Leirfjord,1 person,Private households,2019,37.2
3452,Leirfjord,2 persons,Persons in private households,2019,26.7
3453,Leirfjord,2 persons,Private households,2019,30.1
3454,Leirfjord,3 persons,Persons in private households,2019,16.5
3455,Leirfjord,3 persons,Private households,2019,12.5
3456,Leirfjord,4 persons,Persons in private households,2019,23.1
3457,Leirfjord,4 persons,Private households,2019,13.1
3458,Leirfjord,5 persons or more,Persons in private households,2019,17.2
3459,Leirfjord,5 persons or more,Private households,2019,7.2
3460,Vefsn,1 person,Persons in private households,2019,18.7
3461,Vefsn,1 person,Private households,2019,39.0
3462,Vefsn,2 persons,Persons in private households,2019,32.3
3463,Vefsn,2 persons,Private households,2019,33.8
3464,Vefsn,3 persons,Persons in private households,2019,17.7
3465,Vefsn,3 persons,Private households,2019,12.3
3466,Vefsn,4 persons,Persons in private households,2019,20.0
3467,Vefsn,4 persons,Private households,2019,10.5
3468,Vefsn,5 persons or more,Persons in private households,2019,11.3
3469,Vefsn,5 persons or more,Private households,2019,4.4
3470,Grane,1 person,Persons in private households,2019,18.1
3471,Grane,1 person,Private households,2019,38.6
3472,Grane,2 persons,Persons in private households,2019,31.1
3473,Grane,2 persons,Private households,2019,33.2
3474,Grane,3 persons,Persons in private households,2019,17.1
3475,Grane,3 persons,Private households,2019,12.2
3476,Grane,4 persons,Persons in private households,2019,19.9
3477,Grane,4 persons,Private households,2019,10.6
3478,Grane,5 persons or more,Persons in private households,2019,13.8
3479,Grane,5 persons or more,Private households,2019,5.4
3480,Hattfjelldal,1 person,Persons in private households,2019,16.7
3481,Hattfjelldal,1 person,Private households,2019,37.4
3482,Hattfjelldal,2 persons,Persons in private households,2019,28.7
3483,Hattfjelldal,2 persons,Private households,2019,32.2
3484,Hattfjelldal,3 persons,Persons in private households,2019,14.7
3485,Hattfjelldal,3 persons,Private households,2019,10.9
3486,Hattfjelldal,4 persons,Persons in private households,2019,20.8
3487,Hattfjelldal,4 persons,Private households,2019,11.6
3488,Hattfjelldal,5 persons or more,Persons in private households,2019,19.1
3489,Hattfjelldal,5 persons or more,Private households,2019,7.9
3490,Dønna,1 person,Persons in private households,2019,18.5
3491,Dønna,1 person,Private households,2019,39.5
3492,Dønna,2 persons,Persons in private households,2019,30.8
3493,Dønna,2 persons,Private households,2019,32.9
3494,Dønna,3 persons,Persons in private households,2019,14.9
3495,Dønna,3 persons,Private households,2019,10.6
3496,Dønna,4 persons,Persons in private households,2019,19.9
3497,Dønna,4 persons,Private households,2019,10.6
3498,Dønna,5 persons or more,Persons in private households,2019,15.9
3499,Dønna,5 persons or more,Private households,2019,6.3
3500,Nesna,1 person,Persons in private households,2019,20.5
3501,Nesna,1 person,Private households,2019,42.6
3502,Nesna,2 persons,Persons in private households,2019,28.9
3503,Nesna,2 persons,Private households,2019,30.0
3504,Nesna,3 persons,Persons in private households,2019,16.9
3505,Nesna,3 persons,Private households,2019,11.7
3506,Nesna,4 persons,Persons in private households,2019,20.0
3507,Nesna,4 persons,Private households,2019,10.4
3508,Nesna,5 persons or more,Persons in private households,2019,13.8
3509,Nesna,5 persons or more,Private households,2019,5.3
3510,Hemnes,1 person,Persons in private households,2019,18.2
3511,Hemnes,1 person,Private households,2019,38.7
3512,Hemnes,2 persons,Persons in private households,2019,31.4
3513,Hemnes,2 persons,Private households,2019,33.4
3514,Hemnes,3 persons,Persons in private households,2019,16.9
3515,Hemnes,3 persons,Private households,2019,12.0
3516,Hemnes,4 persons,Persons in private households,2019,18.8
3517,Hemnes,4 persons,Private households,2019,10.0
3518,Hemnes,5 persons or more,Persons in private households,2019,14.6
3519,Hemnes,5 persons or more,Private households,2019,5.8
3520,Rana,1 person,Persons in private households,2019,17.0
3521,Rana,1 person,Private households,2019,36.7
3522,Rana,2 persons,Persons in private households,2019,31.1
3523,Rana,2 persons,Private households,2019,33.6
3524,Rana,3 persons,Persons in private households,2019,18.3
3525,Rana,3 persons,Private households,2019,13.1
3526,Rana,4 persons,Persons in private households,2019,22.2
3527,Rana,4 persons,Private households,2019,12.0
3528,Rana,5 persons or more,Persons in private households,2019,11.4
3529,Rana,5 persons or more,Private households,2019,4.7
3530,Lurøy,1 person,Persons in private households,2019,20.4
3531,Lurøy,1 person,Private households,2019,42.7
3532,Lurøy,2 persons,Persons in private households,2019,28.3
3533,Lurøy,2 persons,Private households,2019,29.6
3534,Lurøy,3 persons,Persons in private households,2019,15.7
3535,Lurøy,3 persons,Private households,2019,11.0
3536,Lurøy,4 persons,Persons in private households,2019,20.7
3537,Lurøy,4 persons,Private households,2019,10.8
3538,Lurøy,5 persons or more,Persons in private households,2019,14.9
3539,Lurøy,5 persons or more,Private households,2019,5.9
3540,Træna,1 person,Persons in private households,2019,18.9
3541,Træna,1 person,Private households,2019,40.7
3542,Træna,2 persons,Persons in private households,2019,27.8
3543,Træna,2 persons,Private households,2019,29.9
3544,Træna,3 persons,Persons in private households,2019,16.4
3545,Træna,3 persons,Private households,2019,11.8
3546,Træna,4 persons,Persons in private households,2019,21.0
3547,Træna,4 persons,Private households,2019,11.3
3548,Træna,5 persons or more,Persons in private households,2019,15.9
3549,Træna,5 persons or more,Private households,2019,6.4
3550,Rødøy,1 person,Persons in private households,2019,18.0
3551,Rødøy,1 person,Private households,2019,41.1
3552,Rødøy,2 persons,Persons in private households,2019,25.6
3553,Rødøy,2 persons,Private households,2019,29.3
3554,Rødøy,3 persons,Persons in private households,2019,10.7
3555,Rødøy,3 persons,Private households,2019,8.2
3556,Rødøy,4 persons,Persons in private households,2019,17.6
3557,Rødøy,4 persons,Private households,2019,10.1
3558,Rødøy,5 persons or more,Persons in private households,2019,28.0
3559,Rødøy,5 persons or more,Private households,2019,11.4
3560,Meløy,1 person,Persons in private households,2019,17.3
3561,Meløy,1 person,Private households,2019,37.8
3562,Meløy,2 persons,Persons in private households,2019,29.5
3563,Meløy,2 persons,Private households,2019,32.3
3564,Meløy,3 persons,Persons in private households,2019,17.7
3565,Meløy,3 persons,Private households,2019,12.9
3566,Meløy,4 persons,Persons in private households,2019,18.4
3567,Meløy,4 persons,Private households,2019,10.1
3568,Meløy,5 persons or more,Persons in private households,2019,17.1
3569,Meløy,5 persons or more,Private households,2019,6.9
3570,Gildeskål,1 person,Persons in private households,2019,20.1
3571,Gildeskål,1 person,Private households,2019,41.3
3572,Gildeskål,2 persons,Persons in private households,2019,31.9
3573,Gildeskål,2 persons,Private households,2019,32.7
3574,Gildeskål,3 persons,Persons in private households,2019,18.7
3575,Gildeskål,3 persons,Private households,2019,12.8
3576,Gildeskål,4 persons,Persons in private households,2019,15.3
3577,Gildeskål,4 persons,Private households,2019,7.8
3578,Gildeskål,5 persons or more,Persons in private households,2019,14.0
3579,Gildeskål,5 persons or more,Private households,2019,5.4
3580,Beiarn,1 person,Persons in private households,2019,16.0
3581,Beiarn,1 person,Private households,2019,34.2
3582,Beiarn,2 persons,Persons in private households,2019,38.5
3583,Beiarn,2 persons,Private households,2019,41.2
3584,Beiarn,3 persons,Persons in private households,2019,14.6
3585,Beiarn,3 persons,Private households,2019,10.4
3586,Beiarn,4 persons,Persons in private households,2019,15.5
3587,Beiarn,4 persons,Private households,2019,8.3
3588,Beiarn,5 persons or more,Persons in private households,2019,15.4
3589,Beiarn,5 persons or more,Private households,2019,5.9
3590,Saltdal,1 person,Persons in private households,2019,17.4
3591,Saltdal,1 person,Private households,2019,37.5
3592,Saltdal,2 persons,Persons in private households,2019,31.4
3593,Saltdal,2 persons,Private households,2019,33.7
3594,Saltdal,3 persons,Persons in private households,2019,18.1
3595,Saltdal,3 persons,Private households,2019,13.0
3596,Saltdal,4 persons,Persons in private households,2019,18.5
3597,Saltdal,4 persons,Private households,2019,9.9
3598,Saltdal,5 persons or more,Persons in private households,2019,14.6
3599,Saltdal,5 persons or more,Private households,2019,6.0
3600,Fauske - Fuosko,1 person,Persons in private households,2019,17.9
3601,Fauske - Fuosko,1 person,Private households,2019,37.9
3602,Fauske - Fuosko,2 persons,Persons in private households,2019,32.1
3603,Fauske - Fuosko,2 persons,Private households,2019,34.0
3604,Fauske - Fuosko,3 persons,Persons in private households,2019,18.2
3605,Fauske - Fuosko,3 persons,Private households,2019,12.8
3606,Fauske - Fuosko,4 persons,Persons in private households,2019,19.9
3607,Fauske - Fuosko,4 persons,Private households,2019,10.5
3608,Fauske - Fuosko,5 persons or more,Persons in private households,2019,12.0
3609,Fauske - Fuosko,5 persons or more,Private households,2019,4.7
3610,Sørfold,1 person,Persons in private households,2019,17.8
3611,Sørfold,1 person,Private households,2019,37.7
3612,Sørfold,2 persons,Persons in private households,2019,33.1
3613,Sørfold,2 persons,Private households,2019,35.1
3614,Sørfold,3 persons,Persons in private households,2019,17.1
3615,Sørfold,3 persons,Private households,2019,12.1
3616,Sørfold,4 persons,Persons in private households,2019,18.4
3617,Sørfold,4 persons,Private households,2019,9.8
3618,Sørfold,5 persons or more,Persons in private households,2019,13.7
3619,Sørfold,5 persons or more,Private households,2019,5.4
3620,Steigen,1 person,Persons in private households,2019,19.4
3621,Steigen,1 person,Private households,2019,40.7
3622,Steigen,2 persons,Persons in private households,2019,30.7
3623,Steigen,2 persons,Private households,2019,32.2
3624,Steigen,3 persons,Persons in private households,2019,17.5
3625,Steigen,3 persons,Private households,2019,12.3
3626,Steigen,4 persons,Persons in private households,2019,16.7
3627,Steigen,4 persons,Private households,2019,8.8
3628,Steigen,5 persons or more,Persons in private households,2019,15.6
3629,Steigen,5 persons or more,Private households,2019,6.0
3630,Hamarøy - Hábmer (-2019),1 person,Persons in private households,2019,23.0
3631,Hamarøy - Hábmer (-2019),1 person,Private households,2019,45.3
3632,Hamarøy - Hábmer (-2019),2 persons,Persons in private households,2019,32.6
3633,Hamarøy - Hábmer (-2019),2 persons,Private households,2019,32.0
3634,Hamarøy - Hábmer (-2019),3 persons,Persons in private households,2019,15.9
3635,Hamarøy - Hábmer (-2019),3 persons,Private households,2019,10.4
3636,Hamarøy - Hábmer (-2019),4 persons,Persons in private households,2019,14.6
3637,Hamarøy - Hábmer (-2019),4 persons,Private households,2019,7.2
3638,Hamarøy - Hábmer (-2019),5 persons or more,Persons in private households,2019,13.9
3639,Hamarøy - Hábmer (-2019),5 persons or more,Private households,2019,5.1
3640,Divtasvuodna - Tysfjord (-2019),1 person,Persons in private households,2019,21.0
3641,Divtasvuodna - Tysfjord (-2019),1 person,Private households,2019,43.9
3642,Divtasvuodna - Tysfjord (-2019),2 persons,Persons in private households,2019,28.2
3643,Divtasvuodna - Tysfjord (-2019),2 persons,Private households,2019,29.5
3644,Divtasvuodna - Tysfjord (-2019),3 persons,Persons in private households,2019,15.8
3645,Divtasvuodna - Tysfjord (-2019),3 persons,Private households,2019,11.0
3646,Divtasvuodna - Tysfjord (-2019),4 persons,Persons in private households,2019,16.8
3647,Divtasvuodna - Tysfjord (-2019),4 persons,Private households,2019,8.8
3648,Divtasvuodna - Tysfjord (-2019),5 persons or more,Persons in private households,2019,18.3
3649,Divtasvuodna - Tysfjord (-2019),5 persons or more,Private households,2019,6.9
3650,Lødingen,1 person,Persons in private households,2019,19.7
3651,Lødingen,1 person,Private households,2019,39.9
3652,Lødingen,2 persons,Persons in private households,2019,35.8
3653,Lødingen,2 persons,Private households,2019,36.2
