,region,age,type of kindergarten,contents,year,value
6440,Indre Fosen,2 years,Private,Children,2019,35
6441,Indre Fosen,3 years,Municipal,Children,2019,60
6442,Indre Fosen,3 years,County authorities/Government,Children,2019,0
6443,Indre Fosen,3 years,Private,Children,2019,42
6444,Indre Fosen,4 years,Municipal,Children,2019,66
6445,Indre Fosen,4 years,County authorities/Government,Children,2019,0
6446,Indre Fosen,4 years,Private,Children,2019,46
6447,Indre Fosen,5 years,Municipal,Children,2019,62
6448,Indre Fosen,5 years,County authorities/Government,Children,2019,0
6449,Indre Fosen,5 years,Private,Children,2019,36
6450,Indre Fosen,6 years,Municipal,Children,2019,1
6451,Indre Fosen,6 years,County authorities/Government,Children,2019,0
6452,Indre Fosen,6 years,Private,Children,2019,0
6453,Indre Fosen,Unknown age,Municipal,Children,2019,0
6454,Indre Fosen,Unknown age,County authorities/Government,Children,2019,0
6455,Indre Fosen,Unknown age,Private,Children,2019,0
6456,Heim,0 years,Municipal,Children,2019,0
6457,Heim,0 years,County authorities/Government,Children,2019,0
6458,Heim,0 years,Private,Children,2019,0
6459,Heim,1 year,Municipal,Children,2019,0
6460,Heim,1 year,County authorities/Government,Children,2019,0
6461,Heim,1 year,Private,Children,2019,0
6462,Heim,2 years,Municipal,Children,2019,0
6463,Heim,2 years,County authorities/Government,Children,2019,0
6464,Heim,2 years,Private,Children,2019,0
6465,Heim,3 years,Municipal,Children,2019,0
6466,Heim,3 years,County authorities/Government,Children,2019,0
6467,Heim,3 years,Private,Children,2019,0
6468,Heim,4 years,Municipal,Children,2019,0
6469,Heim,4 years,County authorities/Government,Children,2019,0
6470,Heim,4 years,Private,Children,2019,0
6471,Heim,5 years,Municipal,Children,2019,0
6472,Heim,5 years,County authorities/Government,Children,2019,0
6473,Heim,5 years,Private,Children,2019,0
6474,Heim,6 years,Municipal,Children,2019,0
6475,Heim,6 years,County authorities/Government,Children,2019,0
6476,Heim,6 years,Private,Children,2019,0
6477,Heim,Unknown age,Municipal,Children,2019,0
6478,Heim,Unknown age,County authorities/Government,Children,2019,0
6479,Heim,Unknown age,Private,Children,2019,0
6480,Hitra,0 years,Municipal,Children,2019,0
6481,Hitra,0 years,County authorities/Government,Children,2019,0
6482,Hitra,0 years,Private,Children,2019,0
6483,Hitra,1 year,Municipal,Children,2019,0
6484,Hitra,1 year,County authorities/Government,Children,2019,0
6485,Hitra,1 year,Private,Children,2019,0
6486,Hitra,2 years,Municipal,Children,2019,0
6487,Hitra,2 years,County authorities/Government,Children,2019,0
6488,Hitra,2 years,Private,Children,2019,0
6489,Hitra,3 years,Municipal,Children,2019,0
6490,Hitra,3 years,County authorities/Government,Children,2019,0
6491,Hitra,3 years,Private,Children,2019,0
6492,Hitra,4 years,Municipal,Children,2019,0
6493,Hitra,4 years,County authorities/Government,Children,2019,0
6494,Hitra,4 years,Private,Children,2019,0
6495,Hitra,5 years,Municipal,Children,2019,0
6496,Hitra,5 years,County authorities/Government,Children,2019,0
6497,Hitra,5 years,Private,Children,2019,0
6498,Hitra,6 years,Municipal,Children,2019,0
6499,Hitra,6 years,County authorities/Government,Children,2019,0
6500,Hitra,6 years,Private,Children,2019,0
6501,Hitra,Unknown age,Municipal,Children,2019,0
6502,Hitra,Unknown age,County authorities/Government,Children,2019,0
6503,Hitra,Unknown age,Private,Children,2019,0
6504,Ørland,0 years,Municipal,Children,2019,0
6505,Ørland,0 years,County authorities/Government,Children,2019,0
6506,Ørland,0 years,Private,Children,2019,0
6507,Ørland,1 year,Municipal,Children,2019,36
6508,Ørland,1 year,County authorities/Government,Children,2019,0
6509,Ørland,1 year,Private,Children,2019,26
6510,Ørland,2 years,Municipal,Children,2019,62
6511,Ørland,2 years,County authorities/Government,Children,2019,0
6512,Ørland,2 years,Private,Children,2019,24
6513,Ørland,3 years,Municipal,Children,2019,77
6514,Ørland,3 years,County authorities/Government,Children,2019,0
6515,Ørland,3 years,Private,Children,2019,33
6516,Ørland,4 years,Municipal,Children,2019,98
6517,Ørland,4 years,County authorities/Government,Children,2019,0
6518,Ørland,4 years,Private,Children,2019,42
6519,Ørland,5 years,Municipal,Children,2019,81
6520,Ørland,5 years,County authorities/Government,Children,2019,0
6521,Ørland,5 years,Private,Children,2019,34
6522,Ørland,6 years,Municipal,Children,2019,0
6523,Ørland,6 years,County authorities/Government,Children,2019,0
6524,Ørland,6 years,Private,Children,2019,0
6525,Ørland,Unknown age,Municipal,Children,2019,0
6526,Ørland,Unknown age,County authorities/Government,Children,2019,0
6527,Ørland,Unknown age,Private,Children,2019,0
6528,Åfjord,0 years,Municipal,Children,2019,0
6529,Åfjord,0 years,County authorities/Government,Children,2019,0
6530,Åfjord,0 years,Private,Children,2019,0
6531,Åfjord,1 year,Municipal,Children,2019,29
6532,Åfjord,1 year,County authorities/Government,Children,2019,0
6533,Åfjord,1 year,Private,Children,2019,5
6534,Åfjord,2 years,Municipal,Children,2019,28
6535,Åfjord,2 years,County authorities/Government,Children,2019,0
6536,Åfjord,2 years,Private,Children,2019,10
6537,Åfjord,3 years,Municipal,Children,2019,37
6538,Åfjord,3 years,County authorities/Government,Children,2019,0
6539,Åfjord,3 years,Private,Children,2019,6
6540,Åfjord,4 years,Municipal,Children,2019,45
6541,Åfjord,4 years,County authorities/Government,Children,2019,0
6542,Åfjord,4 years,Private,Children,2019,7
6543,Åfjord,5 years,Municipal,Children,2019,30
6544,Åfjord,5 years,County authorities/Government,Children,2019,0
6545,Åfjord,5 years,Private,Children,2019,14
6546,Åfjord,6 years,Municipal,Children,2019,0
6547,Åfjord,6 years,County authorities/Government,Children,2019,0
6548,Åfjord,6 years,Private,Children,2019,0
6549,Åfjord,Unknown age,Municipal,Children,2019,0
6550,Åfjord,Unknown age,County authorities/Government,Children,2019,0
6551,Åfjord,Unknown age,Private,Children,2019,0
6552,Orkland,0 years,Municipal,Children,2019,0
6553,Orkland,0 years,County authorities/Government,Children,2019,0
6554,Orkland,0 years,Private,Children,2019,0
6555,Orkland,1 year,Municipal,Children,2019,0
6556,Orkland,1 year,County authorities/Government,Children,2019,0
6557,Orkland,1 year,Private,Children,2019,0
6558,Orkland,2 years,Municipal,Children,2019,0
6559,Orkland,2 years,County authorities/Government,Children,2019,0
6560,Orkland,2 years,Private,Children,2019,0
6561,Orkland,3 years,Municipal,Children,2019,0
6562,Orkland,3 years,County authorities/Government,Children,2019,0
6563,Orkland,3 years,Private,Children,2019,0
6564,Orkland,4 years,Municipal,Children,2019,0
6565,Orkland,4 years,County authorities/Government,Children,2019,0
6566,Orkland,4 years,Private,Children,2019,0
6567,Orkland,5 years,Municipal,Children,2019,0
6568,Orkland,5 years,County authorities/Government,Children,2019,0
6569,Orkland,5 years,Private,Children,2019,0
6570,Orkland,6 years,Municipal,Children,2019,0
6571,Orkland,6 years,County authorities/Government,Children,2019,0
6572,Orkland,6 years,Private,Children,2019,0
6573,Orkland,Unknown age,Municipal,Children,2019,0
6574,Orkland,Unknown age,County authorities/Government,Children,2019,0
6575,Orkland,Unknown age,Private,Children,2019,0
6576,Nærøysund,0 years,Municipal,Children,2019,3
6577,Nærøysund,0 years,County authorities/Government,Children,2019,0
6578,Nærøysund,0 years,Private,Children,2019,10
6579,Nærøysund,1 year,Municipal,Children,2019,24
6580,Nærøysund,1 year,County authorities/Government,Children,2019,0
6581,Nærøysund,1 year,Private,Children,2019,61
6582,Nærøysund,2 years,Municipal,Children,2019,32
6583,Nærøysund,2 years,County authorities/Government,Children,2019,0
6584,Nærøysund,2 years,Private,Children,2019,62
6585,Nærøysund,3 years,Municipal,Children,2019,34
6586,Nærøysund,3 years,County authorities/Government,Children,2019,0
6587,Nærøysund,3 years,Private,Children,2019,77
6588,Nærøysund,4 years,Municipal,Children,2019,37
6589,Nærøysund,4 years,County authorities/Government,Children,2019,0
6590,Nærøysund,4 years,Private,Children,2019,67
6591,Nærøysund,5 years,Municipal,Children,2019,47
6592,Nærøysund,5 years,County authorities/Government,Children,2019,0
6593,Nærøysund,5 years,Private,Children,2019,87
6594,Nærøysund,6 years,Municipal,Children,2019,0
6595,Nærøysund,6 years,County authorities/Government,Children,2019,0
6596,Nærøysund,6 years,Private,Children,2019,0
6597,Nærøysund,Unknown age,Municipal,Children,2019,0
6598,Nærøysund,Unknown age,County authorities/Government,Children,2019,0
6599,Nærøysund,Unknown age,Private,Children,2019,0
6600,Rindal,0 years,Municipal,Children,2019,0
6601,Rindal,0 years,County authorities/Government,Children,2019,0
6602,Rindal,0 years,Private,Children,2019,0
6603,Rindal,1 year,Municipal,Children,2019,9
6604,Rindal,1 year,County authorities/Government,Children,2019,0
6605,Rindal,1 year,Private,Children,2019,0
6606,Rindal,2 years,Municipal,Children,2019,27
6607,Rindal,2 years,County authorities/Government,Children,2019,0
6608,Rindal,2 years,Private,Children,2019,0
6609,Rindal,3 years,Municipal,Children,2019,20
6610,Rindal,3 years,County authorities/Government,Children,2019,0
6611,Rindal,3 years,Private,Children,2019,0
6612,Rindal,4 years,Municipal,Children,2019,18
6613,Rindal,4 years,County authorities/Government,Children,2019,0
6614,Rindal,4 years,Private,Children,2019,0
6615,Rindal,5 years,Municipal,Children,2019,24
6616,Rindal,5 years,County authorities/Government,Children,2019,0
6617,Rindal,5 years,Private,Children,2019,0
6618,Rindal,6 years,Municipal,Children,2019,0
6619,Rindal,6 years,County authorities/Government,Children,2019,0
6620,Rindal,6 years,Private,Children,2019,0
6621,Rindal,Unknown age,Municipal,Children,2019,0
6622,Rindal,Unknown age,County authorities/Government,Children,2019,0
6623,Rindal,Unknown age,Private,Children,2019,0
6624,Bodø,0 years,Municipal,Children,2019,2
6625,Bodø,0 years,County authorities/Government,Children,2019,0
6626,Bodø,0 years,Private,Children,2019,8
6627,Bodø,1 year,Municipal,Children,2019,152
6628,Bodø,1 year,County authorities/Government,Children,2019,0
6629,Bodø,1 year,Private,Children,2019,272
6630,Bodø,2 years,Municipal,Children,2019,211
6631,Bodø,2 years,County authorities/Government,Children,2019,0
6632,Bodø,2 years,Private,Children,2019,306
6633,Bodø,3 years,Municipal,Children,2019,212
6634,Bodø,3 years,County authorities/Government,Children,2019,0
6635,Bodø,3 years,Private,Children,2019,362
6636,Bodø,4 years,Municipal,Children,2019,250
6637,Bodø,4 years,County authorities/Government,Children,2019,0
6638,Bodø,4 years,Private,Children,2019,342
6639,Bodø,5 years,Municipal,Children,2019,247
6640,Bodø,5 years,County authorities/Government,Children,2019,0
6641,Bodø,5 years,Private,Children,2019,360
6642,Bodø,6 years,Municipal,Children,2019,0
6643,Bodø,6 years,County authorities/Government,Children,2019,0
6644,Bodø,6 years,Private,Children,2019,0
6645,Bodø,Unknown age,Municipal,Children,2019,0
6646,Bodø,Unknown age,County authorities/Government,Children,2019,0
6647,Bodø,Unknown age,Private,Children,2019,0
6648,Narvik,0 years,Municipal,Children,2019,0
6649,Narvik,0 years,County authorities/Government,Children,2019,0
6650,Narvik,0 years,Private,Children,2019,0
6651,Narvik,1 year,Municipal,Children,2019,0
6652,Narvik,1 year,County authorities/Government,Children,2019,0
6653,Narvik,1 year,Private,Children,2019,0
6654,Narvik,2 years,Municipal,Children,2019,0
6655,Narvik,2 years,County authorities/Government,Children,2019,0
6656,Narvik,2 years,Private,Children,2019,0
6657,Narvik,3 years,Municipal,Children,2019,0
6658,Narvik,3 years,County authorities/Government,Children,2019,0
6659,Narvik,3 years,Private,Children,2019,0
6660,Narvik,4 years,Municipal,Children,2019,0
6661,Narvik,4 years,County authorities/Government,Children,2019,0
6662,Narvik,4 years,Private,Children,2019,0
6663,Narvik,5 years,Municipal,Children,2019,0
6664,Narvik,5 years,County authorities/Government,Children,2019,0
6665,Narvik,5 years,Private,Children,2019,0
6666,Narvik,6 years,Municipal,Children,2019,0
6667,Narvik,6 years,County authorities/Government,Children,2019,0
6668,Narvik,6 years,Private,Children,2019,0
6669,Narvik,Unknown age,Municipal,Children,2019,0
6670,Narvik,Unknown age,County authorities/Government,Children,2019,0
6671,Narvik,Unknown age,Private,Children,2019,0
6672,Bindal,0 years,Municipal,Children,2019,0
6673,Bindal,0 years,County authorities/Government,Children,2019,0
6674,Bindal,0 years,Private,Children,2019,0
6675,Bindal,1 year,Municipal,Children,2019,12
6676,Bindal,1 year,County authorities/Government,Children,2019,0
6677,Bindal,1 year,Private,Children,2019,0
6678,Bindal,2 years,Municipal,Children,2019,12
6679,Bindal,2 years,County authorities/Government,Children,2019,0
6680,Bindal,2 years,Private,Children,2019,0
6681,Bindal,3 years,Municipal,Children,2019,13
6682,Bindal,3 years,County authorities/Government,Children,2019,0
6683,Bindal,3 years,Private,Children,2019,0
6684,Bindal,4 years,Municipal,Children,2019,11
6685,Bindal,4 years,County authorities/Government,Children,2019,0
6686,Bindal,4 years,Private,Children,2019,0
6687,Bindal,5 years,Municipal,Children,2019,13
6688,Bindal,5 years,County authorities/Government,Children,2019,0
6689,Bindal,5 years,Private,Children,2019,0
6690,Bindal,6 years,Municipal,Children,2019,0
6691,Bindal,6 years,County authorities/Government,Children,2019,0
6692,Bindal,6 years,Private,Children,2019,0
6693,Bindal,Unknown age,Municipal,Children,2019,0
6694,Bindal,Unknown age,County authorities/Government,Children,2019,0
6695,Bindal,Unknown age,Private,Children,2019,0
6696,Sømna,0 years,Municipal,Children,2019,0
6697,Sømna,0 years,County authorities/Government,Children,2019,0
6698,Sømna,0 years,Private,Children,2019,0
6699,Sømna,1 year,Municipal,Children,2019,8
6700,Sømna,1 year,County authorities/Government,Children,2019,0
6701,Sømna,1 year,Private,Children,2019,6
6702,Sømna,2 years,Municipal,Children,2019,6
6703,Sømna,2 years,County authorities/Government,Children,2019,0
6704,Sømna,2 years,Private,Children,2019,6
6705,Sømna,3 years,Municipal,Children,2019,14
6706,Sømna,3 years,County authorities/Government,Children,2019,0
6707,Sømna,3 years,Private,Children,2019,6
6708,Sømna,4 years,Municipal,Children,2019,14
6709,Sømna,4 years,County authorities/Government,Children,2019,0
6710,Sømna,4 years,Private,Children,2019,4
6711,Sømna,5 years,Municipal,Children,2019,18
6712,Sømna,5 years,County authorities/Government,Children,2019,0
6713,Sømna,5 years,Private,Children,2019,7
6714,Sømna,6 years,Municipal,Children,2019,0
6715,Sømna,6 years,County authorities/Government,Children,2019,0
6716,Sømna,6 years,Private,Children,2019,0
6717,Sømna,Unknown age,Municipal,Children,2019,0
6718,Sømna,Unknown age,County authorities/Government,Children,2019,0
6719,Sømna,Unknown age,Private,Children,2019,0
6720,Brønnøy,0 years,Municipal,Children,2019,0
6721,Brønnøy,0 years,County authorities/Government,Children,2019,0
6722,Brønnøy,0 years,Private,Children,2019,3
6723,Brønnøy,1 year,Municipal,Children,2019,21
6724,Brønnøy,1 year,County authorities/Government,Children,2019,0
6725,Brønnøy,1 year,Private,Children,2019,24
6726,Brønnøy,2 years,Municipal,Children,2019,33
6727,Brønnøy,2 years,County authorities/Government,Children,2019,0
6728,Brønnøy,2 years,Private,Children,2019,34
6729,Brønnøy,3 years,Municipal,Children,2019,33
6730,Brønnøy,3 years,County authorities/Government,Children,2019,0
6731,Brønnøy,3 years,Private,Children,2019,44
6732,Brønnøy,4 years,Municipal,Children,2019,46
6733,Brønnøy,4 years,County authorities/Government,Children,2019,0
6734,Brønnøy,4 years,Private,Children,2019,37
6735,Brønnøy,5 years,Municipal,Children,2019,52
6736,Brønnøy,5 years,County authorities/Government,Children,2019,0
6737,Brønnøy,5 years,Private,Children,2019,44
6738,Brønnøy,6 years,Municipal,Children,2019,1
6739,Brønnøy,6 years,County authorities/Government,Children,2019,0
6740,Brønnøy,6 years,Private,Children,2019,0
6741,Brønnøy,Unknown age,Municipal,Children,2019,0
6742,Brønnøy,Unknown age,County authorities/Government,Children,2019,0
6743,Brønnøy,Unknown age,Private,Children,2019,0
6744,Vega,0 years,Municipal,Children,2019,0
6745,Vega,0 years,County authorities/Government,Children,2019,0
6746,Vega,0 years,Private,Children,2019,0
6747,Vega,1 year,Municipal,Children,2019,7
6748,Vega,1 year,County authorities/Government,Children,2019,0
6749,Vega,1 year,Private,Children,2019,0
6750,Vega,2 years,Municipal,Children,2019,9
6751,Vega,2 years,County authorities/Government,Children,2019,0
6752,Vega,2 years,Private,Children,2019,0
6753,Vega,3 years,Municipal,Children,2019,6
6754,Vega,3 years,County authorities/Government,Children,2019,0
6755,Vega,3 years,Private,Children,2019,0
6756,Vega,4 years,Municipal,Children,2019,9
6757,Vega,4 years,County authorities/Government,Children,2019,0
6758,Vega,4 years,Private,Children,2019,0
6759,Vega,5 years,Municipal,Children,2019,12
6760,Vega,5 years,County authorities/Government,Children,2019,0
6761,Vega,5 years,Private,Children,2019,0
6762,Vega,6 years,Municipal,Children,2019,0
6763,Vega,6 years,County authorities/Government,Children,2019,0
6764,Vega,6 years,Private,Children,2019,0
6765,Vega,Unknown age,Municipal,Children,2019,0
6766,Vega,Unknown age,County authorities/Government,Children,2019,0
6767,Vega,Unknown age,Private,Children,2019,0
6768,Vevelstad,0 years,Municipal,Children,2019,0
6769,Vevelstad,0 years,County authorities/Government,Children,2019,0
6770,Vevelstad,0 years,Private,Children,2019,0
6771,Vevelstad,1 year,Municipal,Children,2019,3
6772,Vevelstad,1 year,County authorities/Government,Children,2019,0
6773,Vevelstad,1 year,Private,Children,2019,0
6774,Vevelstad,2 years,Municipal,Children,2019,4
6775,Vevelstad,2 years,County authorities/Government,Children,2019,0
6776,Vevelstad,2 years,Private,Children,2019,0
6777,Vevelstad,3 years,Municipal,Children,2019,2
6778,Vevelstad,3 years,County authorities/Government,Children,2019,0
6779,Vevelstad,3 years,Private,Children,2019,0
6780,Vevelstad,4 years,Municipal,Children,2019,5
6781,Vevelstad,4 years,County authorities/Government,Children,2019,0
6782,Vevelstad,4 years,Private,Children,2019,0
6783,Vevelstad,5 years,Municipal,Children,2019,5
6784,Vevelstad,5 years,County authorities/Government,Children,2019,0
6785,Vevelstad,5 years,Private,Children,2019,0
6786,Vevelstad,6 years,Municipal,Children,2019,0
6787,Vevelstad,6 years,County authorities/Government,Children,2019,0
6788,Vevelstad,6 years,Private,Children,2019,0
6789,Vevelstad,Unknown age,Municipal,Children,2019,0
6790,Vevelstad,Unknown age,County authorities/Government,Children,2019,0
6791,Vevelstad,Unknown age,Private,Children,2019,0
6792,Herøy (Nordland),0 years,Municipal,Children,2019,0
6793,Herøy (Nordland),0 years,County authorities/Government,Children,2019,0
6794,Herøy (Nordland),0 years,Private,Children,2019,2
6795,Herøy (Nordland),1 year,Municipal,Children,2019,10
6796,Herøy (Nordland),1 year,County authorities/Government,Children,2019,0
6797,Herøy (Nordland),1 year,Private,Children,2019,3
6798,Herøy (Nordland),2 years,Municipal,Children,2019,14
6799,Herøy (Nordland),2 years,County authorities/Government,Children,2019,0
6800,Herøy (Nordland),2 years,Private,Children,2019,5
6801,Herøy (Nordland),3 years,Municipal,Children,2019,17
6802,Herøy (Nordland),3 years,County authorities/Government,Children,2019,0
6803,Herøy (Nordland),3 years,Private,Children,2019,6
6804,Herøy (Nordland),4 years,Municipal,Children,2019,13
6805,Herøy (Nordland),4 years,County authorities/Government,Children,2019,0
6806,Herøy (Nordland),4 years,Private,Children,2019,4
6807,Herøy (Nordland),5 years,Municipal,Children,2019,16
6808,Herøy (Nordland),5 years,County authorities/Government,Children,2019,0
6809,Herøy (Nordland),5 years,Private,Children,2019,3
6810,Herøy (Nordland),6 years,Municipal,Children,2019,0
6811,Herøy (Nordland),6 years,County authorities/Government,Children,2019,0
6812,Herøy (Nordland),6 years,Private,Children,2019,0
6813,Herøy (Nordland),Unknown age,Municipal,Children,2019,0
6814,Herøy (Nordland),Unknown age,County authorities/Government,Children,2019,0
6815,Herøy (Nordland),Unknown age,Private,Children,2019,0
6816,Alstahaug,0 years,Municipal,Children,2019,0
6817,Alstahaug,0 years,County authorities/Government,Children,2019,0
6818,Alstahaug,0 years,Private,Children,2019,3
6819,Alstahaug,1 year,Municipal,Children,2019,25
6820,Alstahaug,1 year,County authorities/Government,Children,2019,0
6821,Alstahaug,1 year,Private,Children,2019,28
6822,Alstahaug,2 years,Municipal,Children,2019,31
6823,Alstahaug,2 years,County authorities/Government,Children,2019,0
6824,Alstahaug,2 years,Private,Children,2019,27
6825,Alstahaug,3 years,Municipal,Children,2019,34
6826,Alstahaug,3 years,County authorities/Government,Children,2019,0
6827,Alstahaug,3 years,Private,Children,2019,44
6828,Alstahaug,4 years,Municipal,Children,2019,38
6829,Alstahaug,4 years,County authorities/Government,Children,2019,0
6830,Alstahaug,4 years,Private,Children,2019,39
6831,Alstahaug,5 years,Municipal,Children,2019,37
6832,Alstahaug,5 years,County authorities/Government,Children,2019,0
6833,Alstahaug,5 years,Private,Children,2019,38
6834,Alstahaug,6 years,Municipal,Children,2019,0
6835,Alstahaug,6 years,County authorities/Government,Children,2019,0
6836,Alstahaug,6 years,Private,Children,2019,0
6837,Alstahaug,Unknown age,Municipal,Children,2019,0
6838,Alstahaug,Unknown age,County authorities/Government,Children,2019,0
6839,Alstahaug,Unknown age,Private,Children,2019,0
6840,Leirfjord,0 years,Municipal,Children,2019,0
6841,Leirfjord,0 years,County authorities/Government,Children,2019,0
6842,Leirfjord,0 years,Private,Children,2019,0
6843,Leirfjord,1 year,Municipal,Children,2019,20
6844,Leirfjord,1 year,County authorities/Government,Children,2019,0
6845,Leirfjord,1 year,Private,Children,2019,0
6846,Leirfjord,2 years,Municipal,Children,2019,25
6847,Leirfjord,2 years,County authorities/Government,Children,2019,0
6848,Leirfjord,2 years,Private,Children,2019,0
6849,Leirfjord,3 years,Municipal,Children,2019,30
6850,Leirfjord,3 years,County authorities/Government,Children,2019,0
6851,Leirfjord,3 years,Private,Children,2019,0
6852,Leirfjord,4 years,Municipal,Children,2019,40
6853,Leirfjord,4 years,County authorities/Government,Children,2019,0
6854,Leirfjord,4 years,Private,Children,2019,0
6855,Leirfjord,5 years,Municipal,Children,2019,31
6856,Leirfjord,5 years,County authorities/Government,Children,2019,0
6857,Leirfjord,5 years,Private,Children,2019,0
6858,Leirfjord,6 years,Municipal,Children,2019,1
6859,Leirfjord,6 years,County authorities/Government,Children,2019,0
6860,Leirfjord,6 years,Private,Children,2019,0
6861,Leirfjord,Unknown age,Municipal,Children,2019,0
6862,Leirfjord,Unknown age,County authorities/Government,Children,2019,0
6863,Leirfjord,Unknown age,Private,Children,2019,0
6864,Vefsn,0 years,Municipal,Children,2019,0
6865,Vefsn,0 years,County authorities/Government,Children,2019,0
6866,Vefsn,0 years,Private,Children,2019,2
6867,Vefsn,1 year,Municipal,Children,2019,47
6868,Vefsn,1 year,County authorities/Government,Children,2019,0
6869,Vefsn,1 year,Private,Children,2019,53
6870,Vefsn,2 years,Municipal,Children,2019,45
6871,Vefsn,2 years,County authorities/Government,Children,2019,0
6872,Vefsn,2 years,Private,Children,2019,68
6873,Vefsn,3 years,Municipal,Children,2019,52
6874,Vefsn,3 years,County authorities/Government,Children,2019,0
6875,Vefsn,3 years,Private,Children,2019,73
6876,Vefsn,4 years,Municipal,Children,2019,52
6877,Vefsn,4 years,County authorities/Government,Children,2019,0
6878,Vefsn,4 years,Private,Children,2019,82
6879,Vefsn,5 years,Municipal,Children,2019,67
6880,Vefsn,5 years,County authorities/Government,Children,2019,0
6881,Vefsn,5 years,Private,Children,2019,64
6882,Vefsn,6 years,Municipal,Children,2019,0
6883,Vefsn,6 years,County authorities/Government,Children,2019,0
6884,Vefsn,6 years,Private,Children,2019,2
6885,Vefsn,Unknown age,Municipal,Children,2019,0
6886,Vefsn,Unknown age,County authorities/Government,Children,2019,0
6887,Vefsn,Unknown age,Private,Children,2019,0
6888,Grane,0 years,Municipal,Children,2019,0
6889,Grane,0 years,County authorities/Government,Children,2019,0
6890,Grane,0 years,Private,Children,2019,0
6891,Grane,1 year,Municipal,Children,2019,10
6892,Grane,1 year,County authorities/Government,Children,2019,0
6893,Grane,1 year,Private,Children,2019,4
6894,Grane,2 years,Municipal,Children,2019,6
6895,Grane,2 years,County authorities/Government,Children,2019,0
6896,Grane,2 years,Private,Children,2019,0
6897,Grane,3 years,Municipal,Children,2019,7
6898,Grane,3 years,County authorities/Government,Children,2019,0
6899,Grane,3 years,Private,Children,2019,2
6900,Grane,4 years,Municipal,Children,2019,7
6901,Grane,4 years,County authorities/Government,Children,2019,0
6902,Grane,4 years,Private,Children,2019,2
6903,Grane,5 years,Municipal,Children,2019,12
6904,Grane,5 years,County authorities/Government,Children,2019,0
6905,Grane,5 years,Private,Children,2019,7
6906,Grane,6 years,Municipal,Children,2019,0
6907,Grane,6 years,County authorities/Government,Children,2019,0
6908,Grane,6 years,Private,Children,2019,0
6909,Grane,Unknown age,Municipal,Children,2019,0
6910,Grane,Unknown age,County authorities/Government,Children,2019,0
6911,Grane,Unknown age,Private,Children,2019,0
6912,Hattfjelldal,0 years,Municipal,Children,2019,0
6913,Hattfjelldal,0 years,County authorities/Government,Children,2019,0
6914,Hattfjelldal,0 years,Private,Children,2019,0
6915,Hattfjelldal,1 year,Municipal,Children,2019,4
6916,Hattfjelldal,1 year,County authorities/Government,Children,2019,0
6917,Hattfjelldal,1 year,Private,Children,2019,0
6918,Hattfjelldal,2 years,Municipal,Children,2019,7
6919,Hattfjelldal,2 years,County authorities/Government,Children,2019,0
6920,Hattfjelldal,2 years,Private,Children,2019,0
6921,Hattfjelldal,3 years,Municipal,Children,2019,10
6922,Hattfjelldal,3 years,County authorities/Government,Children,2019,0
6923,Hattfjelldal,3 years,Private,Children,2019,0
6924,Hattfjelldal,4 years,Municipal,Children,2019,10
6925,Hattfjelldal,4 years,County authorities/Government,Children,2019,0
6926,Hattfjelldal,4 years,Private,Children,2019,0
6927,Hattfjelldal,5 years,Municipal,Children,2019,9
6928,Hattfjelldal,5 years,County authorities/Government,Children,2019,0
6929,Hattfjelldal,5 years,Private,Children,2019,0
6930,Hattfjelldal,6 years,Municipal,Children,2019,0
6931,Hattfjelldal,6 years,County authorities/Government,Children,2019,0
6932,Hattfjelldal,6 years,Private,Children,2019,0
6933,Hattfjelldal,Unknown age,Municipal,Children,2019,0
6934,Hattfjelldal,Unknown age,County authorities/Government,Children,2019,0
6935,Hattfjelldal,Unknown age,Private,Children,2019,0
6936,Dønna,0 years,Municipal,Children,2019,0
6937,Dønna,0 years,County authorities/Government,Children,2019,0
6938,Dønna,0 years,Private,Children,2019,0
6939,Dønna,1 year,Municipal,Children,2019,8
6940,Dønna,1 year,County authorities/Government,Children,2019,0
6941,Dønna,1 year,Private,Children,2019,0
6942,Dønna,2 years,Municipal,Children,2019,5
6943,Dønna,2 years,County authorities/Government,Children,2019,0
6944,Dønna,2 years,Private,Children,2019,2
6945,Dønna,3 years,Municipal,Children,2019,6
6946,Dønna,3 years,County authorities/Government,Children,2019,0
6947,Dønna,3 years,Private,Children,2019,4
6948,Dønna,4 years,Municipal,Children,2019,6
6949,Dønna,4 years,County authorities/Government,Children,2019,0
6950,Dønna,4 years,Private,Children,2019,1
6951,Dønna,5 years,Municipal,Children,2019,10
6952,Dønna,5 years,County authorities/Government,Children,2019,0
6953,Dønna,5 years,Private,Children,2019,5
6954,Dønna,6 years,Municipal,Children,2019,0
6955,Dønna,6 years,County authorities/Government,Children,2019,0
6956,Dønna,6 years,Private,Children,2019,0
6957,Dønna,Unknown age,Municipal,Children,2019,0
6958,Dønna,Unknown age,County authorities/Government,Children,2019,0
6959,Dønna,Unknown age,Private,Children,2019,0
6960,Nesna,0 years,Municipal,Children,2019,1
6961,Nesna,0 years,County authorities/Government,Children,2019,0
6962,Nesna,0 years,Private,Children,2019,0
6963,Nesna,1 year,Municipal,Children,2019,6
6964,Nesna,1 year,County authorities/Government,Children,2019,0
6965,Nesna,1 year,Private,Children,2019,9
6966,Nesna,2 years,Municipal,Children,2019,1
