,region,sex,age,contents,year,value
2427,Vefsn,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.6
2428,Vefsn,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.4
2429,Grane,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.9
2430,Grane,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.0
2431,Grane,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,76.4
2432,Grane,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,86.4
2433,Grane,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.6
2434,Grane,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.1
2435,Grane,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.5
2436,Hattfjelldal,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.1
2437,Hattfjelldal,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.7
2438,Hattfjelldal,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.0
2439,Hattfjelldal,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.7
2440,Hattfjelldal,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.8
2441,Hattfjelldal,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.9
2442,Hattfjelldal,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,33.9
2443,Dønna,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.0
2444,Dønna,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.9
2445,Dønna,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,53.7
2446,Dønna,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.1
2447,Dønna,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.3
2448,Dønna,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.0
2449,Dønna,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.1
2450,Nesna,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.0
2451,Nesna,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.7
2452,Nesna,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.7
2453,Nesna,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,73.6
2454,Nesna,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.9
2455,Nesna,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.2
2456,Nesna,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.6
2457,Hemnes,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.0
2458,Hemnes,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.0
2459,Hemnes,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.5
2460,Hemnes,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.1
2461,Hemnes,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.1
2462,Hemnes,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.7
2463,Hemnes,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.0
2464,Rana,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.4
2465,Rana,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.9
2466,Rana,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.4
2467,Rana,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.9
2468,Rana,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.7
2469,Rana,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.1
2470,Rana,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.2
2471,Lurøy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.8
2472,Lurøy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.7
2473,Lurøy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.7
2474,Lurøy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,86.6
2475,Lurøy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.3
2476,Lurøy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.0
2477,Lurøy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.7
2478,Træna,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.2
2479,Træna,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.5
2480,Træna,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.5
2481,Træna,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.1
2482,Træna,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.6
2483,Træna,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,62.1
2484,Træna,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.0
2485,Rødøy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.7
2486,Rødøy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,46.2
2487,Rødøy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.8
2488,Rødøy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,91.0
2489,Rødøy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.7
2490,Rødøy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.3
2491,Rødøy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,32.5
2492,Meløy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.9
2493,Meløy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.0
2494,Meløy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.7
2495,Meløy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.0
2496,Meløy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.7
2497,Meløy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.7
2498,Meløy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.6
2499,Gildeskål,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.2
2500,Gildeskål,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,49.0
2501,Gildeskål,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,75.6
2502,Gildeskål,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.2
2503,Gildeskål,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.3
2504,Gildeskål,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.5
2505,Gildeskål,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.3
2506,Beiarn,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.0
2507,Beiarn,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,28.8
2508,Beiarn,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,80.9
2509,Beiarn,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.4
2510,Beiarn,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.0
2511,Beiarn,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.7
2512,Beiarn,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.1
2513,Saltdal,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.2
2514,Saltdal,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.7
2515,Saltdal,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.4
2516,Saltdal,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.6
2517,Saltdal,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.9
2518,Saltdal,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.3
2519,Saltdal,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.0
2520,Fauske - Fuosko,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.3
2521,Fauske - Fuosko,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.5
2522,Fauske - Fuosko,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.3
2523,Fauske - Fuosko,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.9
2524,Fauske - Fuosko,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.4
2525,Fauske - Fuosko,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,62.4
2526,Fauske - Fuosko,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.0
2527,Sørfold,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.6
2528,Sørfold,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.5
2529,Sørfold,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.7
2530,Sørfold,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.2
2531,Sørfold,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.4
2532,Sørfold,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,61.2
2533,Sørfold,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.1
2534,Steigen,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.2
2535,Steigen,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.7
2536,Steigen,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.7
2537,Steigen,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.7
2538,Steigen,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.1
2539,Steigen,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.6
2540,Steigen,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.6
2541,Hamarøy - Hábmer (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.3
2542,Hamarøy - Hábmer (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.3
2543,Hamarøy - Hábmer (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,61.7
2544,Hamarøy - Hábmer (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.9
2545,Hamarøy - Hábmer (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.0
2546,Hamarøy - Hábmer (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.0
2547,Hamarøy - Hábmer (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,23.6
2548,Divtasvuodna - Tysfjord (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,58.2
2549,Divtasvuodna - Tysfjord (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.8
2550,Divtasvuodna - Tysfjord (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.2
2551,Divtasvuodna - Tysfjord (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.8
2552,Divtasvuodna - Tysfjord (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.4
2553,Divtasvuodna - Tysfjord (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,51.7
2554,Divtasvuodna - Tysfjord (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.7
2555,Lødingen,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.1
2556,Lødingen,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.9
2557,Lødingen,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,55.3
2558,Lødingen,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,72.8
2559,Lødingen,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.6
2560,Lødingen,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.5
2561,Lødingen,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.6
2562,Tjeldsund (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.3
2563,Tjeldsund (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.0
2564,Tjeldsund (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.2
2565,Tjeldsund (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.0
2566,Tjeldsund (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.4
2567,Tjeldsund (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.9
2568,Tjeldsund (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.4
2569,Evenes,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,55.3
2570,Evenes,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.5
2571,Evenes,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.5
2572,Evenes,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,67.7
2573,Evenes,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.0
2574,Evenes,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,56.3
2575,Evenes,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.9
2576,Ballangen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,54.6
2577,Ballangen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.2
2578,Ballangen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.2
2579,Ballangen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,74.7
2580,Ballangen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,74.0
2581,Ballangen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,50.6
2582,Ballangen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,10.1
2583,Røst,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.2
2584,Røst,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.0
2585,Røst,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,78.6
2586,Røst,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.8
2587,Røst,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.0
2588,Røst,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.4
2589,Røst,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,31.9
2590,Værøy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.6
2591,Værøy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,27.0
2592,Værøy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,85.0
2593,Værøy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,68.6
2594,Værøy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.5
2595,Værøy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.1
2596,Værøy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,31.0
2597,Flakstad,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.0
2598,Flakstad,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.6
2599,Flakstad,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.7
2600,Flakstad,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.8
2601,Flakstad,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.7
2602,Flakstad,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.1
2603,Flakstad,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,32.6
2604,Vestvågøy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.6
2605,Vestvågøy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.0
2606,Vestvågøy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.2
2607,Vestvågøy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.9
2608,Vestvågøy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.1
2609,Vestvågøy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.1
2610,Vestvågøy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.6
2611,Vågan,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.2
2612,Vågan,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,49.1
2613,Vågan,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.9
2614,Vågan,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.3
2615,Vågan,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.2
2616,Vågan,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.0
2617,Vågan,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.9
2618,Hadsel,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.8
2619,Hadsel,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,43.1
2620,Hadsel,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.5
2621,Hadsel,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.6
2622,Hadsel,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,84.3
2623,Hadsel,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.1
2624,Hadsel,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.5
2625,Bø (Nordland),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,58.7
2626,Bø (Nordland),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.7
2627,Bø (Nordland),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.1
2628,Bø (Nordland),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,72.7
2629,Bø (Nordland),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,75.4
2630,Bø (Nordland),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.2
2631,Bø (Nordland),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.0
2632,Øksnes,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.2
2633,Øksnes,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.3
2634,Øksnes,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.4
2635,Øksnes,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,73.0
2636,Øksnes,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,76.3
2637,Øksnes,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.5
2638,Øksnes,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.8
2639,Sortland - Suortá,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.7
2640,Sortland - Suortá,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,49.2
2641,Sortland - Suortá,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.2
2642,Sortland - Suortá,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.2
2643,Sortland - Suortá,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.6
2644,Sortland - Suortá,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.2
2645,Sortland - Suortá,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.9
2646,Andøy,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.3
2647,Andøy,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,43.8
2648,Andøy,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.0
2649,Andøy,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.8
2650,Andøy,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.3
2651,Andøy,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.7
2652,Andøy,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.6
2653,Moskenes,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.7
2654,Moskenes,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,29.4
2655,Moskenes,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,75.4
2656,Moskenes,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.0
2657,Moskenes,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.3
2658,Moskenes,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,74.6
2659,Moskenes,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.5
2660,Tromsø (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.5
2661,Tromsø (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.5
2662,Tromsø (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.4
2663,Tromsø (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.9
2664,Tromsø (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.0
2665,Tromsø (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.2
2666,Tromsø (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.6
2667,Harstad - Hárstták (2013-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.3
2668,Harstad - Hárstták (2013-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.8
2669,Harstad - Hárstták (2013-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.3
2670,Harstad - Hárstták (2013-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.5
2671,Harstad - Hárstták (2013-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.7
2672,Harstad - Hárstták (2013-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.4
2673,Harstad - Hárstták (2013-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.8
2674,Kvæfjord (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.1
2675,Kvæfjord (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.9
2676,Kvæfjord (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.6
2677,Kvæfjord (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.0
2678,Kvæfjord (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.3
2679,Kvæfjord (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.7
2680,Kvæfjord (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.1
2681,Skånland (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.2
2682,Skånland (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.4
2683,Skånland (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.8
2684,Skånland (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.1
2685,Skånland (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.3
2686,Skånland (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.1
2687,Skånland (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.5
2688,Ibestad (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.3
2689,Ibestad (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,46.7
2690,Ibestad (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.2
2691,Ibestad (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.7
2692,Ibestad (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,84.1
2693,Ibestad (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.5
2694,Ibestad (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.8
2695,Gratangen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.1
2696,Gratangen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.9
2697,Gratangen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,72.2
2698,Gratangen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.3
2699,Gratangen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.9
2700,Gratangen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.4
2701,Gratangen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.0
2702,Loabák - Lavangen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,59.5
2703,Loabák - Lavangen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,28.6
2704,Loabák - Lavangen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.6
2705,Loabák - Lavangen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.2
2706,Loabák - Lavangen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,74.1
2707,Loabák - Lavangen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.9
2708,Loabák - Lavangen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.3
2709,Bardu (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,73.5
2710,Bardu (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,54.0
2711,Bardu (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,85.2
2712,Bardu (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,89.1
2713,Bardu (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.6
2714,Bardu (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.2
2715,Bardu (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.5
2716,Salangen (1977-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.3
2717,Salangen (1977-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,30.5
